,s,l,signal,gold,silver,assets
36104,5,45,6,45,45,101917.81550259382
36105,5,45,7,40,40,118535.52315919915
36106,5,45,8,39,39,120210.81206370874
36107,5,45,9,40,40,112000.30861211101
36108,5,45,10,38,38,100703.82857523923
36109,5,45,11,33,33,112701.62762151021
36110,5,45,12,31,31,107202.74754323426
36111,5,45,13,29,29,106569.66843670837
36112,5,45,14,27,27,118683.44197405285
36113,5,45,15,25,25,134726.1306751986
36114,5,45,16,26,26,83722.13947170263
36115,5,45,17,24,24,88162.50237038836
36116,5,45,18,25,25,89763.04629111414
36117,5,45,19,25,25,91759.51218428285
36118,5,45,20,24,24,91550.68852712144
36119,5,45,21,24,24,84202.83963904071
36120,5,45,22,24,24,84131.52334806992
36121,5,45,23,22,22,87361.58050239267
36122,5,45,24,23,23,98988.22132419875
36123,5,45,25,23,23,92961.36765240399
36124,5,45,26,23,23,93383.14519398315
36125,5,45,27,22,22,89355.01214878814
36126,5,45,28,20,20,98552.11397732014
36127,5,45,29,20,20,96493.61179493074
36128,5,45,30,19,19,96803.85867912395
36129,5,45,31,19,19,97031.29310453995
36130,5,45,32,19,19,97649.15983626018
36131,5,45,33,19,19,94446.7566862703
36132,5,45,34,19,19,94168.16650811379
36133,5,45,35,19,19,94168.16650811379
36134,5,45,36,19,19,95438.43077876912
36135,5,45,37,20,20,89811.2333833013
36136,5,45,38,20,20,94525.87923869798
36137,5,45,39,18,18,102398.87707827451
36138,6,45,2,59,59,122069.72727066935
36139,6,45,3,50,50,114390.93902329438
36140,6,45,4,47,47,97558.34496214421
36141,6,45,5,45,45,101917.81550259382
36142,6,45,6,39,39,129819.51985657249
36143,6,45,7,39,39,116536.87116056227
36144,6,45,8,39,39,106001.5012504716
36145,6,45,9,36,36,98570.56455236764
36146,6,45,10,32,32,104158.48811128632
36147,6,45,11,30,30,102751.3900372835
36148,6,45,12,29,29,106980.84214938016
36149,6,45,13,25,25,127706.89892195222
36150,6,45,14,25,25,90170.08376007702
36151,6,45,15,24,24,89302.00909469843
36152,6,45,16,24,24,90996.84065766826
36153,6,45,17,24,24,92309.92529293279
36154,6,45,18,24,24,95613.19832973923
36155,6,45,19,24,24,90995.73437885779
36156,6,45,20,23,23,83220.0419542767
36157,6,45,21,21,21,89900.17296229149
36158,6,45,22,21,21,90927.75916080915
36159,6,45,23,21,21,93789.67895305812
36160,6,45,24,20,20,93098.8282935918
36161,6,45,25,20,20,97748.90153351732
36162,6,45,26,20,20,102313.12592233009
36163,6,45,27,20,20,94969.28304812434
36164,6,45,28,19,19,98620.32624900012
36165,6,45,29,18,18,99429.28665477603
36166,6,45,30,18,18,99472.72164113715
36167,6,45,31,18,18,98000.29473854743
36168,6,45,32,18,18,95317.74095718694
36169,6,45,33,18,18,95527.40545366314
36170,6,45,34,18,18,98999.3708273281
36171,6,45,35,18,18,101831.93971737337
36172,6,45,36,17,17,106154.15417548185
36173,6,45,37,17,17,102598.88649063061
36174,6,45,38,17,17,101538.32007293834
36175,6,45,39,16,16,103645.75848950431
36176,7,45,2,54,54,114873.4600337552
36177,7,45,3,49,49,101063.87905305876
36178,7,45,4,46,46,100497.56036511477
36179,7,45,5,40,40,117946.3479283299
36180,7,45,6,39,39,116536.87116056227
36181,7,45,7,38,38,108722.12474501503
36182,7,45,8,36,36,98570.56455236764
36183,7,45,9,31,31,107225.04155801232
36184,7,45,10,30,30,104293.79508273795
36185,7,45,11,27,27,111303.7189333004
36186,7,45,12,24,24,97800.24078212993
36187,7,45,13,24,24,92271.82528266053
36188,7,45,14,23,23,90811.25491750235
36189,7,45,15,24,24,90411.64435902255
36190,7,45,16,24,24,90132.34257040298
36191,7,45,17,24,24,87692.98884431238
36192,7,45,18,22,22,82973.21706389326
36193,7,45,19,21,21,89294.94944771595
36194,7,45,20,20,20,92100.52986062641
36195,7,45,21,19,19,96064.96207570027
36196,7,45,22,20,20,87516.80730096434
36197,7,45,23,20,20,90569.96659961411
36198,7,45,24,19,19,87423.35580430926
36199,7,45,25,19,19,88095.80670351714
36200,7,45,26,19,19,85601.87957448262
36201,7,45,27,19,19,90031.10819958564
36202,7,45,28,18,18,91529.70732706411
36203,7,45,29,18,18,93646.35991253803
36204,7,45,30,18,18,92262.03414547199
36205,7,45,31,18,18,96832.0945167937
36206,7,45,32,18,18,97064.79026842004
36207,7,45,33,16,16,107219.01946713604
36208,7,45,34,17,17,105107.80439487581
36209,7,45,35,16,16,104065.20998397883
36210,7,45,36,16,16,101314.81921033506
36211,7,45,37,17,17,101195.10684914776
36212,7,45,38,17,17,101657.31171732252
36213,7,45,39,16,15,89243.36756741801
36214,8,45,2,52,52,116656.88120384143
36215,8,45,3,48,48,103985.6964582256
36216,8,45,4,43,43,109946.7098212913
36217,8,45,5,39,39,120210.81206370874
36218,8,45,6,38,38,108722.12474501503
36219,8,45,7,36,36,96112.29127912672
36220,8,45,8,31,31,107225.04155801232
36221,8,45,9,29,29,104201.59265891949
36222,8,45,10,26,26,98292.40479594898
36223,8,45,11,24,24,99293.75609892591
36224,8,45,12,22,22,97423.59833666524
36225,8,45,13,24,24,87428.78820267438
36226,8,45,14,24,24,91400.16543790075
36227,8,45,15,23,23,91947.78237558866
36228,8,45,16,23,23,86554.89289320879
36229,8,45,17,22,22,85861.25628695158
36230,8,45,18,20,20,95173.36424871218
36231,8,45,19,19,19,95885.07529633006
36232,8,45,20,20,20,97552.43968230482
36233,8,45,21,20,20,86755.69100542658
36234,8,45,22,19,19,92179.29365612142
36235,8,45,23,19,19,81964.14691552604
36236,8,45,24,19,19,75651.65050960181
36237,8,45,25,18,18,82930.61403128917
36238,8,45,26,18,18,83940.6508077518
36239,8,45,27,19,19,89233.84306884659
36240,8,45,28,18,18,88649.22014672762
36241,8,45,29,17,17,96874.12976314273
36242,8,45,30,17,17,97664.67961264268
36243,8,45,31,16,16,103719.45147534474
36244,8,45,32,17,17,100464.43853011409
36245,8,45,33,17,17,101700.14562921008
36246,8,45,34,17,17,97279.57871607704
36247,8,45,35,16,16,81005.69211029711
36248,8,45,36,15,14,80737.91051344821
36249,8,45,37,15,14,79133.32120545383
36250,8,45,38,14,13,85305.51853248072
36251,8,45,39,14,13,80826.61239051253
36252,9,45,2,52,52,102734.27273815357
36253,9,45,3,44,44,111689.55612090949
36254,9,45,4,40,40,131387.32369950865
36255,9,45,5,39,39,114874.8968718207
36256,9,45,6,36,36,96112.29127912672
36257,9,45,7,31,31,107225.04155801232
36258,9,45,8,29,29,104201.59265891949
36259,9,45,9,26,26,99708.33830950389
36260,9,45,10,23,23,104919.10550737646
36261,9,45,11,21,21,100492.29336778083
36262,9,45,12,23,23,90141.79220525533
36263,9,45,13,23,23,93927.24209133317
36264,9,45,14,23,23,88926.49781912823
36265,9,45,15,22,22,91331.70534045859
36266,9,45,16,20,20,97179.30106346126
36267,9,45,17,20,20,95692.27250523055
36268,9,45,18,19,19,93912.44925996865
36269,9,45,19,20,20,93469.33206818734
36270,9,45,20,19,19,89633.03535664467
36271,9,45,21,19,19,83830.422967936
36272,9,45,22,19,19,75467.7797738847
36273,9,45,23,19,19,75562.7177103518
36274,9,45,24,18,18,77071.43199331641
36275,9,45,25,18,18,82182.22368903217
36276,9,45,26,18,18,93045.54664643678
36277,9,45,27,17,17,93898.56319139381
36278,9,45,28,17,17,92882.29150026785
36279,9,45,29,17,17,95601.04930294996
36280,9,45,30,16,16,90807.22444208778
36281,9,45,31,16,16,70210.86884081541
36282,9,45,32,16,16,73349.22171266864
36283,9,45,33,16,16,74339.53812753668
36284,9,45,34,14,13,78267.53035570026
36285,9,45,35,14,13,77569.84111608307
36286,9,45,36,14,13,77457.56855614178
36287,9,45,37,13,12,80406.67571348643
36288,9,45,38,13,12,79940.57301383004
36289,9,45,39,12,11,86997.09769845777
36290,10,45,2,50,50,100622.61050785074
36291,10,45,3,43,43,118561.4918975278
36292,10,45,4,38,38,122923.30968969446
36293,10,45,5,38,38,98192.35335518979
36294,10,45,6,32,32,104158.48811128632
36295,10,45,7,30,30,104293.79508273795
36296,10,45,8,26,26,98292.40479594898
36297,10,45,9,23,23,104919.10550737646
36298,10,45,10,21,21,97275.10922372171
36299,10,45,11,23,23,90463.22405967965
36300,10,45,12,22,22,95628.8633028486
36301,10,45,13,22,22,99057.98985438768
36302,10,45,14,22,22,87173.90253504972
36303,10,45,15,20,20,97331.6992181185
36304,10,45,16,20,20,93784.38702758685
36305,10,45,17,20,20,94199.2811260298
36306,10,45,18,19,19,86558.8001262453
36307,10,45,19,19,19,81224.21584112459
36308,10,45,20,19,19,76775.97760321404
36309,10,45,21,19,19,73241.74824782182
36310,10,45,22,19,19,74713.47248000868
36311,10,45,23,18,18,77893.83889803
36312,10,45,24,17,17,81722.75328806909
36313,10,45,25,18,18,90634.543151871
36314,10,45,26,18,18,85647.21684464157
36315,10,45,27,16,16,85202.36856719584
36316,10,45,28,16,16,64595.060356177906
36317,10,45,29,16,16,67581.2795547029
36318,10,45,30,16,16,66689.29367943484
36319,10,45,31,15,15,69113.37056378344
36320,10,45,32,14,13,78267.53035570026
36321,10,45,33,14,13,78607.6159487476
36322,10,45,34,13,12,80406.67571348643
36323,10,45,35,13,12,80406.67571348643
36324,10,45,36,12,11,84442.72131822824
36325,10,45,37,12,11,80059.58619436249
36326,10,45,38,12,11,80059.58619436249
36327,10,45,39,12,11,77683.18784993609
36328,11,45,2,51,51,93609.60994712696
36329,11,45,3,43,43,119673.38230518006
36330,11,45,4,39,39,94577.61528933058
36331,11,45,5,33,33,109890.93661765044
36332,11,45,6,30,30,102832.69933228697
36333,11,45,7,27,27,113357.78468587573
36334,11,45,8,24,24,99293.75609892591
36335,11,45,9,21,21,100492.29336778083
36336,11,45,10,22,22,92861.02132409386
36337,11,45,11,23,23,92675.11731419139
36338,11,45,12,22,22,99057.98985438768
36339,11,45,13,22,22,87416.99318404774
36340,11,45,14,20,20,97331.6992181185
36341,11,45,15,20,20,93687.6932505061
36342,11,45,16,20,20,94280.36910517306
36343,11,45,17,19,19,78660.88173531154
36344,11,45,18,19,19,79348.16916468424
36345,11,45,19,19,19,73080.99653270416
36346,11,45,20,19,19,71388.53440390417
36347,11,45,21,18,18,75165.48228760723
36348,11,45,22,18,18,77661.92347813459
36349,11,45,23,17,17,77450.17790050659
36350,11,45,24,18,18,89505.15689481345
36351,11,45,25,17,17,72441.4272889721
36352,11,45,26,16,16,66988.08368415703
36353,11,45,27,16,16,65323.47974654369
36354,11,45,28,16,16,65768.3779847738
36355,11,45,29,14,14,73002.15807742826
36356,11,45,30,14,13,74532.73457100372
36357,11,45,31,13,12,76238.53422291121
36358,11,45,32,13,12,77111.1536230287
36359,11,45,33,12,11,82280.45555698386
36360,11,45,34,12,11,80981.77916369635
36361,11,45,35,12,11,78954.03948113961
36362,11,45,36,12,11,81380.2830819892
36363,11,45,37,12,11,76666.77461534236
36364,11,45,38,12,11,74895.5793313294
36365,11,45,39,12,11,72881.73678911313
36366,12,45,2,48,48,105117.79582363596
36367,12,45,3,39,39,117305.58937564434
36368,12,45,4,37,37,102755.86690474012
36369,12,45,5,31,31,108526.94918048944
36370,12,45,6,29,29,106980.84214938016
36371,12,45,7,25,25,97332.3827955951
36372,12,45,8,22,22,97423.59833666524
36373,12,45,9,22,22,92531.06967138423
36374,12,45,10,23,23,92675.11731419139
36375,12,45,11,22,22,99057.98985438768
36376,12,45,12,21,21,92581.41665335259
36377,12,45,13,20,20,97331.6992181185
36378,12,45,14,20,20,95777.57268248269
36379,12,45,15,19,19,87043.57664902978
36380,12,45,16,19,19,80895.44762015251
36381,12,45,17,19,19,75223.39580117536
36382,12,45,18,19,19,71388.53440390417
36383,12,45,19,19,19,72865.83429290286
36384,12,45,20,18,18,77661.92347813459
36385,12,45,21,17,17,82799.69691827692
36386,12,45,22,17,17,63897.203882184534
36387,12,45,23,18,18,70889.1740337338
36388,12,45,24,17,17,64768.609896085465
36389,12,45,25,16,16,63903.894488068254
36390,12,45,26,16,16,65463.23222630847
36391,12,45,27,14,14,72663.4497258052
36392,12,45,28,14,14,74112.73787381827
36393,12,45,29,13,12,73793.6396373446
36394,12,45,30,12,11,73849.46402634114
36395,12,45,31,12,11,81898.69865819548
36396,12,45,32,12,11,82928.26418971922
36397,12,45,33,12,11,82701.56945575691
36398,12,45,34,12,11,78788.61980689222
36399,12,45,35,12,11,76180.38372774929
36400,12,45,36,12,11,71875.30934686323
36401,12,45,37,12,11,70891.36491543162
36402,12,45,38,12,11,71294.81644302481
36403,12,45,39,12,11,72615.29640812553
36404,13,45,2,45,45,115477.25115882994
36405,13,45,3,37,37,124330.41754961941
36406,13,45,4,35,35,115495.17499054129
36407,13,45,5,29,29,106653.99921419156
36408,13,45,6,26,26,129441.47860520874
36409,13,45,7,23,23,94022.9072287865
36410,13,45,8,23,23,89131.92667068171
36411,13,45,9,22,22,96416.85581538083
36412,13,45,10,22,22,99057.98985438768
36413,13,45,11,22,22,87416.99318404774
36414,13,45,12,20,20,97331.6992181185
36415,13,45,13,20,20,98239.95818509453
36416,13,45,14,19,19,86914.1924348357
36417,13,45,15,19,19,80625.015857398
36418,13,45,16,19,19,73417.22414552238
36419,13,45,17,19,19,71388.53440390417
36420,13,45,18,19,19,72843.9711539616
36421,13,45,19,18,18,77301.59519773969
36422,13,45,20,17,17,78136.81332162907
36423,13,45,21,17,17,65717.3875574623
36424,13,45,22,18,18,63737.543256371195
36425,13,45,23,16,16,63903.894488068254
36426,13,45,24,16,16,65463.23222630847
36427,13,45,25,15,15,67698.84714605723
36428,13,45,26,14,14,72896.19104315466
36429,13,45,27,13,12,73900.60143570609
36430,13,45,28,12,11,73849.46402634114
36431,13,45,29,12,11,78740.54532048036
36432,13,45,30,12,11,82928.26418971922
36433,13,45,31,12,11,80067.82806000105
36434,13,45,32,12,11,75826.92935218046
36435,13,45,33,12,11,75826.92935218046
36436,13,45,34,12,11,73521.8354036731
36437,13,45,35,12,11,70562.45001774673
36438,13,45,36,13,12,70617.8109297003
36439,13,45,37,13,12,72261.02150127117
36440,13,45,38,13,12,69459.10935163894
36441,13,45,39,13,12,66530.23870970396
36442,14,45,2,45,45,111489.07669254582
36443,14,45,3,36,36,108732.73975687673
36444,14,45,4,32,32,124697.31760361028
36445,14,45,5,27,27,118683.44197405285
36446,14,45,6,23,23,95462.60816694843
36447,14,45,7,23,23,90811.25491750235
36448,14,45,8,23,23,93822.7970534778
36449,14,45,9,24,24,86179.77180831351
36450,14,45,10,22,22,87416.99318404774
36451,14,45,11,20,20,97331.6992181185
36452,14,45,12,20,20,98717.75691326668
36453,14,45,13,19,19,86914.1924348357
36454,14,45,14,19,19,80625.015857398
36455,14,45,15,19,19,73417.22414552238
36456,14,45,16,19,19,71388.53440390417
36457,14,45,17,19,19,73695.73659464643
36458,14,45,18,17,17,82415.53089364608
36459,14,45,19,17,17,66462.63123211502
36460,14,45,20,17,17,58866.02041513729
36461,14,45,21,18,18,63943.63307331377
36462,14,45,22,16,16,63903.894488068254
36463,14,45,23,16,16,66339.0377441729
36464,14,45,24,14,14,71606.39586686117
36465,14,45,25,14,14,72246.38277823624
36466,14,45,26,12,11,74219.93864785713
36467,14,45,27,12,11,79135.55663315774
36468,14,45,28,12,11,80130.38613304376
36469,14,45,29,12,11,82145.74377758252
36470,14,45,30,12,11,76207.32416374533
36471,14,45,31,12,11,75826.92935218046
36472,14,45,32,12,11,75983.91048458694
36473,14,45,33,13,12,70209.41428337742
36474,14,45,34,13,12,71709.59583116799
36475,14,45,35,13,12,71709.59583116799
36476,14,45,36,12,11,69930.33725600608
36477,14,45,37,12,11,68510.71970385477
36478,14,45,38,12,11,69268.88001685245
36479,14,45,39,12,11,68472.69855151625
36480,15,45,2,45,45,106290.74429856996
36481,15,45,3,35,35,119910.93441880505
36482,15,45,4,33,33,116500.8783047617
36483,15,45,5,26,26,134081.6261655241
36484,15,45,6,24,24,89099.06172923549
36485,15,45,7,23,23,92808.07446383784
36486,15,45,8,23,23,91469.60515426648
36487,15,45,9,23,23,88757.50661541567
36488,15,45,10,20,20,97331.6992181185
36489,15,45,11,20,20,96563.72226856081
36490,15,45,12,19,19,90941.28557434278
36491,15,45,13,19,19,80625.015857398
36492,15,45,14,19,19,73417.22414552238
36493,15,45,15,19,19,71388.53440390417
36494,15,45,16,19,19,73353.81024450835
36495,15,45,17,17,17,79262.60004216575
36496,15,45,18,17,17,68924.8415946465
36497,15,45,19,18,18,57948.450454440404
36498,15,45,20,17,17,65624.57072443358
36499,15,45,21,16,16,65463.23222630847
36500,15,45,22,16,16,64964.41598849033
36501,15,45,23,14,14,72608.81535196645
36502,15,45,24,12,11,78887.40081674406
36503,15,45,25,12,11,78340.64415491447
36504,15,45,26,12,11,81798.7194951408
36505,15,45,27,12,11,78981.5717133657
36506,15,45,28,12,11,77419.75676000227
36507,15,45,29,12,11,78759.33001039624
36508,15,45,30,12,11,76365.09281067718
36509,15,45,31,13,12,72514.50608337962
36510,15,45,32,13,12,71661.50108153462
36511,15,45,33,12,11,73509.91580398507
36512,15,45,34,12,11,74696.16253536021
36513,15,45,35,12,11,72662.80979721103
36514,15,45,36,12,11,72767.51144959094
36515,15,45,37,11,10,78259.17325277474
36516,15,45,38,11,10,80234.25151105876
36517,15,45,39,11,10,80103.43532639238
36518,16,45,2,41,41,113062.56667040111
36519,16,45,3,36,36,121785.57963299376
36520,16,45,4,30,30,129684.11129610115
36521,16,45,5,24,24,88636.20240779215
36522,16,45,6,23,23,92769.48583527192
36523,16,45,7,23,23,92521.36956669918
36524,16,45,8,23,23,86104.76155663726
36525,16,45,9,21,21,94440.28691754575
36526,16,45,10,20,20,96663.38435555615
36527,16,45,11,20,20,94738.91002154014
36528,16,45,12,19,19,80625.015857398
36529,16,45,13,19,19,73417.22414552238
36530,16,45,14,19,19,71388.53440390417
36531,16,45,15,19,19,73353.81024450835
36532,16,45,16,17,17,78168.05894941791
36533,16,45,17,17,17,68924.8415946465
36534,16,45,18,18,18,57948.450454440404
36535,16,45,19,17,17,64574.6959433274
36536,16,45,20,16,16,69913.79489310729
36537,16,45,21,15,15,69728.81817841085
36538,16,45,22,13,13,76933.69852031389
36539,16,45,23,12,11,74401.1694289563
36540,16,45,24,12,11,81798.7194951408
36541,16,45,25,12,11,77568.83131651205
36542,16,45,26,12,11,76354.01216097802
36543,16,45,27,12,11,80022.36576599367
36544,16,45,28,12,11,80771.51899838587
36545,16,45,29,13,12,77259.54368805046
36546,16,45,30,12,11,78114.99344415384
36547,16,45,31,12,11,77859.72706910006
36548,16,45,32,12,11,79453.36411634879
36549,16,45,33,12,11,71670.05885158363
36550,16,45,34,12,11,68486.07901575936
36551,16,45,35,11,10,79588.50874970964
36552,16,45,36,11,10,81218.54982247239
36553,16,45,37,11,10,81086.12881010152
36554,16,45,38,10,9,88951.21341647125
36555,16,45,39,10,9,84247.36367865348
36556,17,45,2,39,39,119284.28851648715
36557,17,45,3,32,32,130555.12297424529
36558,17,45,4,29,29,116791.51509954367
36559,17,45,5,24,24,89537.84623523115
36560,17,45,6,23,23,95032.14480027456
36561,17,45,7,23,23,90017.35889573218
36562,17,45,8,22,22,84496.13424934963
36563,17,45,9,20,20,98629.83818733958
36564,17,45,10,20,20,94657.42766383624
36565,17,45,11,19,19,79043.45589295962
36566,17,45,12,19,19,73363.14738770187
36567,17,45,13,19,19,71388.53440390417
36568,17,45,14,19,19,73695.73659464643
36569,17,45,15,17,17,79262.60004216575
36570,17,45,16,17,17,68924.8415946465
36571,17,45,17,18,18,58889.435217571
36572,17,45,18,17,17,64574.6959433274
36573,17,45,19,16,16,69913.79489310729
36574,17,45,20,14,14,75843.56991323754
36575,17,45,21,12,12,83055.20294158628
36576,17,45,22,12,11,78410.36403516837
36577,17,45,23,12,11,86195.76525053034
36578,17,45,24,12,11,83227.18321926307
36579,17,45,25,12,11,81082.38451135444
36580,17,45,26,12,11,84334.46515458859
36581,17,45,27,13,12,77482.74359269202
36582,17,45,28,12,11,78114.99344415384
36583,17,45,29,12,11,77419.1252499044
36584,17,45,30,12,11,78913.59646879486
36585,17,45,31,12,11,73087.18729964246
36586,17,45,32,11,10,83288.65059845074
36587,17,45,33,11,10,79987.77397180459
36588,17,45,34,11,10,81495.6523592442
36589,17,45,35,11,10,81086.12881010152
36590,17,45,36,10,9,89508.04755231111
36591,17,45,37,10,9,90733.51527341602
36592,17,45,38,10,9,81354.35006215789
36593,17,45,39,10,9,81354.35006215789
36594,18,45,2,36,36,110264.94015291742
36595,18,45,3,29,29,137544.405716265
36596,18,45,4,27,27,107540.5725580643
36597,18,45,5,24,24,93200.46792963464
36598,18,45,6,23,23,98147.49961935164
36599,18,45,7,22,22,82771.88579675881
36600,18,45,8,21,21,94868.77450381975
36601,18,45,9,19,19,94369.20076561782
36602,18,45,10,19,19,86979.78650873654
36603,18,45,11,19,19,77762.28979226097
36604,18,45,12,19,19,71388.53440390417
36605,18,45,13,19,19,72843.9711539616
36606,18,45,14,17,17,85774.2791851139
36607,18,45,15,17,17,66462.63123211502
36608,18,45,16,18,18,57948.450454440404
36609,18,45,17,17,17,64574.6959433274
36610,18,45,18,16,16,70264.52576222412
36611,18,45,19,14,14,75843.56991323754
36612,18,45,20,12,12,83055.20294158628
36613,18,45,21,12,11,81038.99191853507
36614,18,45,22,12,11,83450.746545648
36615,18,45,23,12,11,80472.01194490939
36616,18,45,24,12,11,81082.38451135444
36617,18,45,25,12,11,82066.82352313756
36618,18,45,26,12,11,79199.19901562756
36619,18,45,27,12,11,79561.79265008788
36620,18,45,28,12,11,80369.68826591437
36621,18,45,29,12,11,80919.4155564085
36622,18,45,30,11,10,83288.65059845074
36623,18,45,31,11,10,79987.77397180459
36624,18,45,32,11,10,81904.48499413264
36625,18,45,33,11,10,81770.94561372824
36626,18,45,34,10,9,89375.03828491947
36627,18,45,35,10,9,90733.51527341602
36628,18,45,36,10,9,85555.01727942008
36629,18,45,37,10,9,81354.35006215789
36630,18,45,38,10,9,81380.15363729272
36631,18,45,39,10,9,81380.15363729272
36632,19,45,2,36,36,117487.79128750126
36633,19,45,3,29,29,121313.53894005601
36634,19,45,4,29,29,104588.99056602494
36635,19,45,5,24,24,95273.3872782653
36636,19,45,6,23,23,93407.6462384555
36637,19,45,7,21,21,90134.4555667615
36638,19,45,8,20,20,93635.7406337551
36639,19,45,9,20,20,93923.92843417061
36640,19,45,10,19,19,81346.40555884385
36641,19,45,11,19,19,71620.37499426873
36642,19,45,12,19,19,72865.83429290286
36643,19,45,13,19,19,76343.87592242348
36644,19,45,14,17,17,66462.63123211502
36645,19,45,15,18,18,56762.654762455015
36646,19,45,16,17,17,64574.6959433274
36647,19,45,17,16,16,69913.79489310729
36648,19,45,18,15,15,69728.81817841085
36649,19,45,19,12,12,83055.20294158628
36650,19,45,20,12,11,85538.29259661138
36651,19,45,21,12,11,81748.71911278233
36652,19,45,22,12,11,80472.01194490939
36653,19,45,23,12,11,81082.38451135444
36654,19,45,24,13,12,79010.35660808299
36655,19,45,25,12,11,79199.19901562756
36656,19,45,26,12,11,80811.1993054218
36657,19,45,27,12,11,80369.68826591437
36658,19,45,28,12,11,73087.18729964246
36659,19,45,29,11,10,83288.65059845074
36660,19,45,30,11,10,79987.77397180459
36661,19,45,31,11,10,81770.94561372824
36662,19,45,32,11,10,81386.89578026057
36663,19,45,33,10,9,91128.06478246213
36664,19,45,34,10,9,85555.01727942008
36665,19,45,35,10,9,80976.89001806312
36666,19,45,36,10,9,81339.89782066809
36667,19,45,37,10,9,81719.04996409078
36668,19,45,38,10,9,79202.59383497178
36669,19,45,39,10,9,77860.9891475072
36670,20,45,2,36,36,118392.5924299122
36671,20,45,3,28,28,113978.04823391222
36672,20,45,4,27,27,109969.91772085892
36673,20,45,5,23,23,96259.66826010302
36674,20,45,6,22,22,91496.72071428366
36675,20,45,7,20,20,91877.05152584866
36676,20,45,8,21,21,94999.07918540003
36677,20,45,9,19,19,90068.97355416433
36678,20,45,10,19,19,75241.50692215949
36679,20,45,11,19,19,71735.73885690281
36680,20,45,12,18,18,78039.63911391844
36681,20,45,13,17,17,78136.81332162907
36682,20,45,14,17,17,58866.02041513729
36683,20,45,15,17,17,65624.57072443358
36684,20,45,16,16,16,69913.79489310729
36685,20,45,17,15,15,69728.81817841085
36686,20,45,18,12,12,83055.20294158628
36687,20,45,19,12,11,85538.29259661138
36688,20,45,20,12,11,81748.71911278233
36689,20,45,21,12,11,80468.43799686152
36690,20,45,22,12,11,81082.38451135444
36691,20,45,23,13,12,79010.35660808299
36692,20,45,24,12,11,79199.19901562756
36693,20,45,25,12,11,80927.64217518817
36694,20,45,26,12,11,80919.4155564085
36695,20,45,27,11,10,83288.65059845074
36696,20,45,28,11,10,78388.18440222385
36697,20,45,29,11,10,81904.48499413264
36698,20,45,30,11,10,81649.43370650394
36699,20,45,31,10,9,89823.39879664601
36700,20,45,32,10,9,91188.69074656154
36701,20,45,33,10,9,86342.28349775782
36702,20,45,34,10,9,81735.50161006664
36703,20,45,35,10,9,81735.50161006664
36704,20,45,36,10,9,79725.61426353331
36705,20,45,37,10,9,77645.42827180805
36706,20,45,38,10,9,75866.0921209476
36707,20,45,39,10,9,79108.50168207023
36708,21,45,2,33,33,136839.96619340152
36709,21,45,3,26,26,119726.62888089131
36710,21,45,4,25,25,97235.63425075957
36711,21,45,5,23,23,88029.81853936949
36712,21,45,6,20,20,92540.38398527639
36713,21,45,7,19,19,95831.86420115324
36714,21,45,8,21,21,84484.92714737906
36715,21,45,9,19,19,83956.5333355482
36716,21,45,10,19,19,71777.91387118518
36717,21,45,11,18,18,75531.05626079442
36718,21,45,12,17,17,86593.21681188926
36719,21,45,13,17,17,59651.8003722728
36720,21,45,14,18,18,67389.31102148001
36721,21,45,15,16,16,68990.79556383824
36722,21,45,16,15,15,69728.81817841085
36723,21,45,17,12,12,83055.20294158628
36724,21,45,18,12,11,81038.99191853507
36725,21,45,19,12,11,81748.71911278233
36726,21,45,20,12,11,80468.43799686152
36727,21,45,21,12,11,81082.38451135444
36728,21,45,22,13,12,79010.35660808299
36729,21,45,23,12,11,79199.19901562756
36730,21,45,24,12,11,82126.6232732864
36731,21,45,25,12,11,80919.4155564085
36732,21,45,26,11,10,83288.65059845074
36733,21,45,27,11,10,78388.18440222385
36734,21,45,28,11,10,81904.48499413264
36735,21,45,29,11,10,81664.57268202734
36736,21,45,30,10,9,92509.60888435002
36737,21,45,31,10,9,86762.21683247072
36738,21,45,32,10,9,86762.21683247072
36739,21,45,33,10,9,82145.5374772546
36740,21,45,34,10,9,79800.65941001994
36741,21,45,35,10,9,77645.42827180805
36742,21,45,36,10,9,75866.0921209476
36743,21,45,37,10,9,76468.63113865542
36744,21,45,38,10,9,79108.50168207023
36745,21,45,39,10,9,79108.50168207023
36746,22,45,2,32,32,134174.33268632102
36747,22,45,3,25,25,119710.56225298691
36748,22,45,4,26,26,85034.73034238051
36749,22,45,5,23,23,87955.26095698898
36750,22,45,6,20,20,92334.06144218335
36751,22,45,7,20,20,88234.47999999316
36752,22,45,8,20,20,89766.57114686756
36753,22,45,9,19,19,73959.45517754035
36754,22,45,10,19,19,73220.2237246121
36755,22,45,11,19,19,77072.77592788798
36756,22,45,12,17,17,60440.83765269589
36757,22,45,13,18,18,67172.11581212466
36758,22,45,14,17,17,63761.166626678794
36759,22,45,15,16,16,70405.26982801282
36760,22,45,16,13,13,81079.36143812741
36761,22,45,17,12,11,78400.56389689828
36762,22,45,18,12,11,83450.746545648
36763,22,45,19,12,11,80472.01194490939
36764,22,45,20,12,11,81082.38451135444
36765,22,45,21,13,12,79010.35660808299
36766,22,45,22,12,11,79313.3191140279
36767,22,45,23,12,11,82126.6232732864
36768,22,45,24,12,11,76863.83613185224
36769,22,45,25,11,10,83288.65059845074
