,s,l,signal,gold,silver,assets
0,1,2,2,176,176,85035.25546194406
1,1,2,3,165,165,94229.57697651008
2,1,2,4,160,160,85128.1927311515
3,1,2,5,153,153,90077.17986065023
4,1,2,6,148,148,89078.54467202995
5,1,2,7,145,145,89878.92453163507
6,1,2,8,140,140,100164.43289703722
7,1,2,9,139,139,85781.87756071985
8,1,2,10,137,137,85668.9008285281
9,1,2,11,134,134,88610.34353230124
10,1,2,12,133,133,101814.13454254706
11,1,2,13,131,131,106864.3851085927
12,1,2,14,132,132,103785.29449809587
13,1,2,15,134,134,105056.85814232995
14,1,2,16,135,135,104547.64168511971
15,1,2,17,135,135,102708.58375823234
16,1,2,18,133,133,104076.79036301366
17,1,2,19,132,132,104647.5215146895
18,1,2,20,133,133,101979.78051557348
19,1,2,21,133,133,103138.63256275644
20,1,2,22,134,134,100873.27365846536
21,1,2,23,133,133,98769.32626790692
22,1,2,24,134,134,97959.75845956751
23,1,2,25,133,133,105656.79357986647
24,1,2,26,133,133,103016.04436963359
25,1,2,27,135,135,106948.44336535501
26,1,2,28,135,135,106948.44336535501
27,1,2,29,135,135,106948.44336535501
28,1,2,30,134,134,112253.60647865607
29,1,2,31,135,135,111030.2437598932
30,1,2,32,133,133,116626.13423589115
31,1,2,33,133,133,115809.0593064104
32,1,2,34,133,133,115809.0593064104
33,1,2,35,132,132,116363.3707185644
34,1,2,36,132,132,115267.45852797435
35,1,2,37,132,132,115267.45852797435
36,1,2,38,132,132,115267.45852797435
37,1,2,39,133,133,108744.77006621592
38,1,3,2,165,165,94229.57697651008
39,1,3,3,149,149,109761.84686163095
40,1,3,4,141,141,89233.6672002598
41,1,3,5,131,131,96037.30526507417
42,1,3,6,124,124,94346.30189475005
43,1,3,7,119,119,104308.12294644216
44,1,3,8,117,117,112042.8600323499
45,1,3,9,118,118,110035.62324895572
46,1,3,10,118,118,109698.55802938316
47,1,3,11,115,115,110353.98110249253
48,1,3,12,113,113,113428.93092913287
49,1,3,13,111,111,117100.91942592
50,1,3,14,111,111,119527.08289491519
51,1,3,15,112,112,127459.42007773364
52,1,3,16,109,109,125635.4783198259
53,1,3,17,108,108,128998.51335151827
54,1,3,18,107,107,137425.40019035587
55,1,3,19,107,107,134920.07858496177
56,1,3,20,107,107,134673.1956298934
57,1,3,21,107,107,134568.73207637557
58,1,3,22,105,105,136534.88123678073
59,1,3,23,104,104,137981.3914766584
60,1,3,24,104,104,137981.3914766584
61,1,3,25,105,105,142201.4763325704
62,1,3,26,106,106,139000.91075300612
63,1,3,27,106,106,126967.0594990085
64,1,3,28,108,108,123255.84605951274
65,1,3,29,108,108,123581.56951696434
66,1,3,30,107,107,126839.125282664
67,1,3,31,106,106,132893.16625772393
68,1,3,32,106,106,132893.16625772393
69,1,3,33,105,105,134796.86273751347
70,1,3,34,105,105,134796.86273751347
71,1,3,35,105,105,134796.86273751347
72,1,3,36,105,105,134796.86273751347
73,1,3,37,106,106,134857.55292253417
74,1,3,38,106,106,134857.55292253417
75,1,3,39,108,108,132238.18653638705
76,2,3,2,136,136,111787.44192474992
77,2,3,3,117,117,92686.33636804928
78,2,3,4,110,110,104336.7158752339
79,2,3,5,108,108,110321.60848118133
80,2,3,6,105,105,113191.2439520482
81,2,3,7,97,97,150071.26552335612
82,2,3,8,91,91,172122.92227403517
83,2,3,9,88,88,156118.13906864717
84,2,3,10,88,88,173295.4738387332
85,2,3,11,85,85,177664.77858562584
86,2,3,12,84,84,181313.3486505288
87,2,3,13,84,84,181704.42294895923
88,2,3,14,83,83,178730.31582560073
89,2,3,15,81,81,194051.8924054662
90,2,3,16,81,81,173595.82311388198
91,2,3,17,82,82,169468.49299066013
92,2,3,18,82,82,167202.81233983795
93,2,3,19,83,83,155919.21602243127
94,2,3,20,83,83,145102.81490711725
95,2,3,21,81,81,152426.6348915689
96,2,3,22,79,79,152333.1010663196
97,2,3,23,79,79,158784.97586971094
98,2,3,24,79,79,152096.97329222108
99,2,3,25,78,78,151579.92586821184
100,2,3,26,78,78,152363.28653560113
101,2,3,27,77,77,141562.25513157356
102,2,3,28,77,77,139265.45559790317
103,2,3,29,77,77,135480.17097553585
104,2,3,30,77,77,135480.17097553585
105,2,3,31,77,77,131885.27719032174
106,2,3,32,78,78,130649.98385847971
107,2,3,33,78,78,130649.98385847971
108,2,3,34,78,78,130649.98385847971
109,2,3,35,78,78,119753.14444640063
110,2,3,36,76,76,123537.11989288437
111,2,3,37,77,77,121239.5994945415
112,2,3,38,77,77,121239.5994945415
113,2,3,39,77,77,121239.5994945415
114,1,4,2,160,160,85128.1927311515
115,1,4,3,141,141,89233.6672002598
116,1,4,4,126,126,95354.18758493858
117,1,4,5,115,115,117116.61686303986
118,1,4,6,112,112,119806.93749120926
119,1,4,7,110,110,124011.84017520431
120,1,4,8,109,109,120719.6521035718
121,1,4,9,106,106,143547.4888689354
122,1,4,10,103,103,162332.82792622395
123,1,4,11,102,102,148660.68416430033
124,1,4,12,99,99,158403.01157771423
125,1,4,13,100,100,140957.2462888702
126,1,4,14,101,101,136247.55677132728
127,1,4,15,100,100,128310.50630142503
128,1,4,16,98,98,140296.38686957883
129,1,4,17,98,98,147513.80116152854
130,1,4,18,95,95,151610.76223582338
131,1,4,19,95,95,153203.4664322039
132,1,4,20,96,96,138002.5944057948
133,1,4,21,94,94,137669.85913373774
134,1,4,22,95,95,134046.5716268531
135,1,4,23,95,95,134265.48185206854
136,1,4,24,94,94,137556.45045654106
137,1,4,25,94,94,136176.7565153106
138,1,4,26,93,93,137153.1763918138
139,1,4,27,92,92,137671.322169554
140,1,4,28,94,94,136384.01658470352
141,1,4,29,94,94,136384.01658470352
142,1,4,30,96,96,131345.62382697946
143,1,4,31,96,96,131345.62382697946
144,1,4,32,96,96,130374.55490541368
145,1,4,33,97,97,129377.63206099493
146,1,4,34,98,98,127979.33735404986
147,1,4,35,97,97,129101.19462769378
148,1,4,36,96,96,129409.9104271074
149,1,4,37,96,96,125293.00241929723
150,1,4,38,97,97,132547.02041201165
151,1,4,39,97,97,146403.98604587227
152,2,4,2,124,124,98819.97988273813
153,2,4,3,110,110,104336.7158752339
154,2,4,4,106,106,109959.51012215555
155,2,4,5,99,99,132839.5246131095
156,2,4,6,92,92,157610.464143889
157,2,4,7,84,84,192888.64881711564
158,2,4,8,83,83,183147.51890584826
159,2,4,9,79,79,210425.26322115204
160,2,4,10,78,78,184189.8067172818
161,2,4,11,78,78,189492.5383407827
162,2,4,12,77,77,173091.049104717
163,2,4,13,76,76,154154.26663252595
164,2,4,14,75,75,149086.52030599053
165,2,4,15,74,74,133758.89426827084
166,2,4,16,75,75,130387.24073317084
167,2,4,17,75,75,137064.4436784336
168,2,4,18,74,74,126074.16766209282
169,2,4,19,73,73,122400.7012579551
170,2,4,20,72,72,122244.09147580128
171,2,4,21,72,72,128497.46104061122
172,2,4,22,72,72,128320.07935858554
173,2,4,23,73,73,123071.51625024051
174,2,4,24,73,73,118074.97024655137
175,2,4,25,73,73,113652.25955067632
176,2,4,26,71,71,118703.87204404543
177,2,4,27,70,70,115404.6236207054
178,2,4,28,71,71,115790.96397007251
179,2,4,29,71,71,115135.71238761644
180,2,4,30,71,71,115135.71238761644
181,2,4,31,71,71,112495.3025723155
182,2,4,32,70,70,109567.68789119995
183,2,4,33,70,70,109567.68789119995
184,2,4,34,71,71,107680.10013298376
185,2,4,35,71,71,108250.97763909557
186,2,4,36,71,71,108250.97763909557
187,2,4,37,71,71,102370.20915985902
188,2,4,38,71,71,100526.42836407007
189,2,4,39,71,71,100397.4278715086
190,3,4,2,110,110,104336.7158752339
191,3,4,3,102,102,110389.50466648724
192,3,4,4,92,92,154373.00295047724
193,3,4,5,80,80,235107.85604016413
194,3,4,6,76,76,215296.38133014328
195,3,4,7,74,74,212941.13609942351
196,3,4,8,70,70,190846.4730743291
197,3,4,9,68,68,192817.45044879598
198,3,4,10,67,67,169906.67722484644
199,3,4,11,64,64,160368.6171035205
200,3,4,12,64,64,154699.90752307788
201,3,4,13,64,64,146379.39409311928
202,3,4,14,65,65,154232.08578230208
203,3,4,15,62,62,145828.34980571826
204,3,4,16,60,60,147986.8752386759
205,3,4,17,60,60,144583.03458056922
206,3,4,18,60,60,134309.89488250038
207,3,4,19,59,59,138779.45675855284
208,3,4,20,59,59,132047.8892495195
209,3,4,21,59,59,130403.2448867665
210,3,4,22,60,60,123102.77470436432
211,3,4,23,61,61,119278.8213748628
212,3,4,24,59,59,127752.50024607363
213,3,4,25,58,58,131137.42314296888
214,3,4,26,58,58,131137.42314296888
215,3,4,27,58,58,133038.92722539033
216,3,4,28,58,58,130854.79915785872
217,3,4,29,59,59,121396.76443762898
218,3,4,30,58,58,124853.59889973183
219,3,4,31,57,57,143448.30519940506
220,3,4,32,58,58,143189.78418916388
221,3,4,33,58,58,136347.19595308506
222,3,4,34,57,57,151790.26753534316
223,3,4,35,58,58,146511.51652671967
224,3,4,36,58,58,150034.24896093743
225,3,4,37,59,59,143391.39786052788
226,3,4,38,57,57,156150.1412149018
227,3,4,39,57,57,156150.1412149018
228,1,5,2,153,153,90077.17986065023
229,1,5,3,131,131,96037.30526507417
230,1,5,4,115,115,117116.61686303986
231,1,5,5,109,109,128984.25067880818
232,1,5,6,110,110,123123.37457756042
233,1,5,7,103,103,154924.0038992877
234,1,5,8,102,102,156643.74127196043
235,1,5,9,98,98,156068.96255324883
236,1,5,10,97,97,157676.2911799547
237,1,5,11,98,98,146486.49282238507
238,1,5,12,95,95,161910.00252568143
239,1,5,13,93,93,153058.49052725552
240,1,5,14,91,91,160618.38090435538
241,1,5,15,91,91,159180.73387486115
242,1,5,16,90,90,157888.68799808846
243,1,5,17,85,85,175893.32354303167
244,1,5,18,85,85,179103.83566294741
245,1,5,19,86,86,163729.49543316194
246,1,5,20,85,85,159592.63312030805
247,1,5,21,84,84,162870.48417860924
248,1,5,22,84,84,144147.294938221
249,1,5,23,83,83,144722.1741862446
250,1,5,24,82,82,144269.39489170766
251,1,5,25,84,84,133572.2257557394
252,1,5,26,83,83,146490.72079840564
253,1,5,27,83,83,138736.8198049388
254,1,5,28,82,82,142263.66038277428
255,1,5,29,82,82,142263.66038277428
256,1,5,30,82,82,138995.41012878576
257,1,5,31,82,82,134213.4579159304
258,1,5,32,81,81,146574.06114341406
259,1,5,33,84,84,142332.64054968997
260,1,5,34,84,84,139221.06156296353
261,1,5,35,84,84,139221.06156296353
262,1,5,36,84,84,140956.8404535007
263,1,5,37,85,85,121333.61547582106
264,1,5,38,86,86,120138.6804528219
265,1,5,39,87,87,118914.70649437708
266,2,5,2,117,117,91071.88409787431
267,2,5,3,108,108,110321.60848118133
268,2,5,4,99,99,132839.5246131095
269,2,5,5,89,89,162180.39793616158
270,2,5,6,82,82,190000.87431545
271,2,5,7,77,77,232167.57354791494
272,2,5,8,75,75,204985.5081878621
273,2,5,9,72,72,207515.4934168797
274,2,5,10,70,70,195883.23201009035
275,2,5,11,68,68,174081.6529134664
276,2,5,12,69,69,160848.0613566153
277,2,5,13,67,67,159440.68004507525
278,2,5,14,67,67,154625.06876818926
279,2,5,15,67,67,154771.2121252694
280,2,5,16,66,66,147515.92332181043
281,2,5,17,66,66,140870.14041035622
282,2,5,18,66,66,138356.08154455674
283,2,5,19,66,66,133821.75157657394
284,2,5,20,65,65,112119.93852573338
285,2,5,21,64,64,104527.96969155435
286,2,5,22,64,64,103302.7702347536
287,2,5,23,65,65,100631.1850828865
288,2,5,24,66,66,96956.84232290166
289,2,5,25,66,66,97576.19180456334
290,2,5,26,67,67,92754.18527353059
291,2,5,27,68,68,90117.59961426763
292,2,5,28,68,68,90001.95624637052
293,2,5,29,68,68,91242.3933311341
294,2,5,30,68,68,94064.37099159976
295,2,5,31,68,68,94064.37099159976
296,2,5,32,67,67,95616.40592517245
297,2,5,33,68,68,112152.39849076328
298,2,5,34,67,67,114386.69303887512
299,2,5,35,67,67,116561.4551963994
300,2,5,36,66,66,121793.77064185312
301,2,5,37,64,64,128731.26342537772
302,2,5,38,64,64,128802.31396867432
303,2,5,39,64,64,134891.91785864063
304,3,5,2,108,108,110321.60848118133
305,3,5,3,95,95,149381.70395461709
306,3,5,4,80,80,235107.85604016413
307,3,5,5,74,74,220722.1758755572
308,3,5,6,73,73,206420.92012270825
309,3,5,7,67,67,189436.01218558042
310,3,5,8,67,67,164251.67843241076
311,3,5,9,65,65,149778.55878720473
312,3,5,10,63,63,147073.2864070721
313,3,5,11,59,59,148680.73098156851
314,3,5,12,57,57,145851.1647262966
315,3,5,13,56,56,142187.55011720018
316,3,5,14,57,57,134670.2563431727
317,3,5,15,57,57,129845.3979520117
318,3,5,16,57,57,125394.42031506647
319,3,5,17,54,54,130452.25390440131
320,3,5,18,54,54,125207.20990147475
321,3,5,19,53,53,137483.32759534987
322,3,5,20,52,52,149862.62445207738
323,3,5,21,52,52,149862.62445207738
324,3,5,22,52,52,150557.4595593673
325,3,5,23,53,53,144619.95500367173
326,3,5,24,53,53,144619.95500367173
327,3,5,25,53,53,148097.20660958
328,3,5,26,52,52,163395.06471380944
329,3,5,27,53,53,157042.90111169883
330,3,5,28,52,52,156813.78841847836
331,3,5,29,51,51,166300.68061990204
332,3,5,30,50,50,174961.72611199395
333,3,5,31,50,50,158846.29082290173
334,3,5,32,50,50,162705.3553755897
335,3,5,33,52,52,145281.95754328763
336,3,5,34,52,52,148296.39842620972
337,3,5,35,52,52,148437.7441418046
338,3,5,36,53,53,142446.71793275315
339,3,5,37,53,53,137538.77981595113
340,3,5,38,54,54,134737.518364349
341,3,5,39,53,53,135756.1389274858
342,4,5,2,99,99,132839.5246131095
343,4,5,3,80,80,235107.85604016413
344,4,5,4,74,74,211535.16095743453
345,4,5,5,70,70,186952.52554105912
346,4,5,6,67,67,168855.1965645137
347,4,5,7,64,64,151460.47597527364
348,4,5,8,58,58,148226.00702680674
349,4,5,9,56,56,152788.76436026517
350,4,5,10,55,55,159083.83957573003
351,4,5,11,55,55,145592.55837336025
352,4,5,12,55,55,132446.3285550802
353,4,5,13,52,52,145686.10648155076
354,4,5,14,51,51,141745.2205832925
355,4,5,15,49,49,164955.06820710644
356,4,5,16,49,49,160492.91562729017
357,4,5,17,49,49,158387.51474436914
358,4,5,18,50,50,149925.06668501135
359,4,5,19,50,50,143929.04618463325
360,4,5,20,48,48,161968.5389494762
361,4,5,21,47,47,157221.7974713826
362,4,5,22,46,46,159276.98442614172
363,4,5,23,46,46,149365.35199106898
364,4,5,24,46,46,156240.9106435412
365,4,5,25,46,46,151986.69648376762
366,4,5,26,46,46,150717.6438244896
367,4,5,27,46,46,150717.6438244896
368,4,5,28,45,45,155418.5311653351
369,4,5,29,45,45,150417.04574311705
370,4,5,30,45,45,154423.56917443496
371,4,5,31,45,45,152504.49776830061
372,4,5,32,45,45,154175.60758699363
373,4,5,33,45,45,150101.710904852
374,4,5,34,45,45,150101.710904852
375,4,5,35,45,45,156517.05139841282
376,4,5,36,45,45,153062.05803937436
377,4,5,37,45,45,149332.7817922661
378,4,5,38,45,45,145035.79605311961
379,4,5,39,45,45,145609.92110919932
380,1,6,2,148,148,89078.54467202995
381,1,6,3,124,124,94346.30189475005
382,1,6,4,112,112,119806.93749120926
383,1,6,5,110,110,123123.37457756042
384,1,6,6,101,101,166218.72157439744
385,1,6,7,101,101,150031.94505728086
386,1,6,8,95,95,162213.39706605542
387,1,6,9,93,93,166486.7372514617
388,1,6,10,96,96,160842.52362573476
389,1,6,11,92,92,151978.2738857912
390,1,6,12,90,90,163344.42725363543
391,1,6,13,85,85,166309.13375171256
392,1,6,14,83,83,165884.39680075843
393,1,6,15,81,81,170569.4322179679
394,1,6,16,80,80,192789.78822179395
395,1,6,17,82,82,174162.40788414693
396,1,6,18,79,79,157623.1640821582
397,1,6,19,78,78,159870.64941296447
398,1,6,20,78,78,145539.8297080905
399,1,6,21,78,78,140227.9629556805
400,1,6,22,80,80,127402.98301799115
401,1,6,23,79,79,125718.97371042574
402,1,6,24,79,79,121462.34211259606
403,1,6,25,78,78,117869.39026002734
404,1,6,26,78,78,120073.52450662144
405,1,6,27,78,78,127178.07955868522
406,1,6,28,80,80,123404.63557043692
407,1,6,29,79,79,126475.03914697774
408,1,6,30,80,80,125572.69952015753
409,1,6,31,79,79,130277.67628586454
410,1,6,32,79,79,133120.9417899515
411,1,6,33,79,79,133120.9417899515
412,1,6,34,80,80,133044.99795771908
413,1,6,35,80,80,132627.74626791687
414,1,6,36,80,80,131689.41159382992
415,1,6,37,80,80,132087.71928960795
416,1,6,38,78,78,139221.1159823618
417,1,6,39,77,77,139924.6688650242
418,2,6,2,114,114,97332.6152049041
419,2,6,3,105,105,113191.2439520482
420,2,6,4,92,92,157610.464143889
421,2,6,5,82,82,190000.87431545
422,2,6,6,75,75,212419.65304568852
423,2,6,7,73,73,204222.15830339323
424,2,6,8,70,70,179986.3713926301
425,2,6,9,67,67,174440.0617870938
426,2,6,10,67,67,167902.90487972152
427,2,6,11,65,65,170635.28932977477
428,2,6,12,66,66,154325.19748553316
429,2,6,13,65,65,151731.38113876825
430,2,6,14,64,64,142796.88157902303
431,2,6,15,61,61,137437.53474482993
432,2,6,16,61,61,136012.92419126094
433,2,6,17,61,61,130582.34308946673
434,2,6,18,60,60,124021.15596803439
435,2,6,19,61,61,121964.47946043803
436,2,6,20,62,62,119696.20673660739
437,2,6,21,62,62,119766.03042162338
438,2,6,22,64,64,109375.21484007384
439,2,6,23,62,62,109690.98508159159
440,2,6,24,60,60,109266.7628462618
441,2,6,25,58,58,119549.0386727339
442,2,6,26,58,58,128017.02232653611
443,2,6,27,59,59,121647.31681967882
444,2,6,28,58,58,131502.95637514265
445,2,6,29,59,59,131370.60079385503
446,2,6,30,59,59,129276.90580735741
447,2,6,31,58,58,137097.8766664704
448,2,6,32,59,59,136613.71407488885
449,2,6,33,59,59,136689.11517287017
450,2,6,34,60,60,135118.96920279533
451,2,6,35,60,60,128561.0489044168
452,2,6,36,60,60,128561.0489044168
453,2,6,37,60,60,126670.02825141096
454,2,6,38,60,60,126670.02825141096
455,2,6,39,60,60,126670.02825141096
456,3,6,2,105,105,113191.2439520482
457,3,6,3,88,88,161329.07957398196
458,3,6,4,76,76,215296.38133014328
459,3,6,5,73,73,206420.92012270825
460,3,6,6,67,67,181659.92757580875
461,3,6,7,67,67,148246.42569545592
462,3,6,8,64,64,143481.04672768677
463,3,6,9,57,57,158994.6123268934
464,3,6,10,57,57,151302.62098234787
465,3,6,11,55,55,133488.89831076446
466,3,6,12,56,56,129877.95630209478
467,3,6,13,56,56,128824.87296900305
468,3,6,14,53,53,137774.04933611414
469,3,6,15,50,50,154959.81113468317
470,3,6,16,50,50,156852.7699108437
471,3,6,17,51,51,153976.30236693975
472,3,6,18,51,51,148168.85089383138
473,3,6,19,50,50,153376.18393636664
474,3,6,20,50,50,158026.93040899973
475,3,6,21,49,49,160845.58671892685
476,3,6,22,50,50,163786.57464989478
477,3,6,23,49,49,150644.26105621472
478,3,6,24,48,48,156988.15108397463
479,3,6,25,47,47,154136.3506540935
480,3,6,26,47,47,145827.07794426923
481,3,6,27,47,47,140883.5751205173
482,3,6,28,46,46,150433.62873368085
483,3,6,29,46,46,154003.31435300875
484,3,6,30,47,47,150604.19540417974
485,3,6,31,46,46,154628.1245101636
486,3,6,32,46,46,149472.12411928904
487,3,6,33,47,47,149207.37558638328
488,3,6,34,48,48,143478.46865985027
489,3,6,35,48,48,144572.75918729889
490,3,6,36,50,50,123269.37643364654
491,3,6,37,49,49,128138.00763569256
492,3,6,38,50,50,125528.2123346487
493,3,6,39,51,51,124077.5036486242
494,4,6,2,92,92,157610.464143889
495,4,6,3,76,76,215296.38133014328
496,4,6,4,71,71,190459.3087991924
497,4,6,5,67,67,168855.1965645137
498,4,6,6,63,63,146677.96814602547
499,4,6,7,56,56,153907.3146175455
500,4,6,8,54,54,153377.94730472975
501,4,6,9,53,53,145611.45543027844
502,4,6,10,53,53,130814.29926050312
503,4,6,11,48,48,150669.25783771355
504,4,6,12,49,49,161245.48154225378
505,4,6,13,47,47,177903.40049812908
506,4,6,14,46,46,175270.06835398683
507,4,6,15,47,47,166503.46963173282
508,4,6,16,48,48,153000.7908799536
509,4,6,17,46,46,155150.84619385476
510,4,6,18,46,46,142922.68390951713
511,4,6,19,44,44,143472.36116847725
512,4,6,20,44,44,142195.91909805452
513,4,6,21,44,44,139706.27899006856
514,4,6,22,45,45,137663.2026368089
515,4,6,23,45,45,136098.50615173916
516,4,6,24,44,44,145501.5510868816
517,4,6,25,43,43,148488.06859167432
518,4,6,26,43,43,146382.84425837809
519,4,6,27,43,43,152056.9673426133
520,4,6,28,43,43,153239.8970934145
521,4,6,29,41,41,162295.1540536068
522,4,6,30,42,42,142027.55130685028
523,4,6,31,42,42,138904.17452180598
524,4,6,32,42,42,129827.00404652664
525,4,6,33,43,43,126730.58809679854
526,4,6,34,43,43,126730.58809679854
527,4,6,35,44,44,119128.2968613862
528,4,6,36,45,45,111852.45075950611
529,4,6,37,45,45,111852.45075950611
530,4,6,38,46,46,102569.38075774851
531,4,6,39,46,46,102569.38075774851
532,5,6,2,82,82,190000.87431545
533,5,6,3,73,73,206420.92012270825
534,5,6,4,67,67,168855.1965645137
535,5,6,5,61,61,150921.7167368798
536,5,6,6,54,54,155506.73807944547
537,5,6,7,53,53,145997.3414210311
538,5,6,8,52,52,132375.20074985872
539,5,6,9,47,47,154133.40663336674
540,5,6,10,47,47,154477.45968107553
541,5,6,11,44,44,170739.82602672384
542,5,6,12,44,44,168821.10526993277
543,5,6,13,45,45,161106.0253304224
544,5,6,14,41,41,167640.1016528292
545,5,6,15,42,42,159520.19788588057
546,5,6,16,41,41,158202.1511403926
547,5,6,17,42,42,139711.99907078015
548,5,6,18,42,42,136818.20786285354
549,5,6,19,43,43,138866.6809691338
550,5,6,20,43,43,136783.89289835226
551,5,6,21,43,43,137874.5042099869
552,5,6,22,42,42,141538.08891114453
553,5,6,23,42,42,132963.38712077882
554,5,6,24,41,41,139038.89994393283
555,5,6,25,41,41,134348.76282235738
556,5,6,26,42,42,120672.03422650453
557,5,6,27,42,42,112381.67154697845
558,5,6,28,42,42,112381.67154697845
559,5,6,29,42,42,108640.59894313448
560,5,6,30,42,42,109148.21307051758
561,5,6,31,42,42,113369.57325359409
562,5,6,32,42,42,116369.16562862037
563,5,6,33,42,42,114798.84094064457
564,5,6,34,44,44,104727.45816638821
565,5,6,35,44,44,105649.88541256079
566,5,6,36,43,43,108878.2491098795
567,5,6,37,44,44,108729.76020672529
568,5,6,38,43,43,113408.11511441208
569,5,6,39,43,43,113408.11511441208
570,1,7,2,145,145,89878.92453163507
571,1,7,3,119,119,104308.12294644216
572,1,7,4,110,110,124011.84017520431
573,1,7,5,103,103,154924.0038992877
574,1,7,6,101,101,150031.94505728086
575,1,7,7,93,93,178315.19214496764
576,1,7,8,91,91,185723.24286660727
577,1,7,9,91,91,165649.5065912802
578,1,7,10,90,90,153974.39145772444
579,1,7,11,85,85,166309.13375171256
580,1,7,12,83,83,165792.13430968244
581,1,7,13,82,82,166505.628598182
582,1,7,14,80,80,168336.07606576264
583,1,7,15,78,78,157444.46985150882
584,1,7,16,76,76,167236.0978821578
585,1,7,17,77,77,145133.72230469476
586,1,7,18,77,77,129304.75634221021
587,1,7,19,76,76,130310.08503726269
588,1,7,20,75,75,126850.08201995044
589,1,7,21,74,74,125604.42079773387
590,1,7,22,74,74,127289.19602527704
591,1,7,23,74,74,136719.75137862845
592,1,7,24,76,76,121728.76699541273
593,1,7,25,76,76,121728.76699541273
594,1,7,26,76,76,123766.01822834706
595,1,7,27,76,76,123766.01822834706
596,1,7,28,74,74,126741.08232952158
597,1,7,29,74,74,124310.36642878702
598,1,7,30,74,74,124565.92844581408
599,1,7,31,75,75,120626.23721753455
600,1,7,32,73,73,129700.0690782143
601,1,7,33,73,73,125672.01340677754
602,1,7,34,74,74,119614.9528715037
603,1,7,35,74,74,119337.54738451028
604,1,7,36,73,73,126557.20873595908
605,1,7,37,72,72,129390.04590461426
606,1,7,38,72,72,129109.22016969034
607,1,7,39,72,72,134261.14470495272
608,2,7,2,109,109,107533.05889770025
609,2,7,3,97,97,150071.26552335612
610,2,7,4,84,84,192888.64881711564
611,2,7,5,77,77,232167.57354791494
612,2,7,6,73,73,204222.15830339323
613,2,7,7,69,69,187968.82347418976
614,2,7,8,68,68,160186.8951908077
615,2,7,9,66,66,157484.86654440613
616,2,7,10,66,66,152912.20927803597
617,2,7,11,66,66,145568.82049998821
618,2,7,12,60,60,151238.34267031433
619,2,7,13,60,60,130045.96251991969
620,2,7,14,58,58,138982.0974867034
621,2,7,15,59,59,135066.07688463785
622,2,7,16,59,59,143455.3287503489
623,2,7,17,57,57,139089.69921719978
624,2,7,18,58,58,135307.70422508594
625,2,7,19,58,58,120593.1515568034
626,2,7,20,57,57,124279.96089183832
627,2,7,21,57,57,125622.49029343364
628,2,7,22,56,56,140005.36545795205
629,2,7,23,56,56,131014.45714953677
630,2,7,24,55,55,142237.50881864605
631,2,7,25,55,55,148181.01892753807
632,2,7,26,55,55,148181.01892753807
633,2,7,27,55,55,140195.98136217424
634,2,7,28,56,56,119951.05222629728
635,2,7,29,57,57,113621.2909375999
636,2,7,30,59,59,107823.53131338225
637,2,7,31,58,58,111837.05918942823
638,2,7,32,59,59,112219.01288651268
639,2,7,33,59,59,109388.35245873412
640,2,7,34,59,59,109097.73023438483
641,2,7,35,59,59,105538.66380415112
642,2,7,36,58,58,107915.78179288929
643,2,7,37,59,59,107759.49159378062
644,2,7,38,58,58,108182.45756024716
645,2,7,39,56,56,116719.58630253597
646,3,7,2,97,97,150071.26552335612
647,3,7,3,81,81,206662.79458833634
648,3,7,4,74,74,212941.13609942351
649,3,7,5,67,67,189436.01218558042
650,3,7,6,67,67,148246.42569545592
651,3,7,7,63,63,143430.85750765027
652,3,7,8,56,56,156705.104801023
653,3,7,9,55,55,158574.31868142693
654,3,7,10,55,55,145919.1753940794
655,3,7,11,56,56,133040.81483421248
656,3,7,12,52,52,149663.84399988552
657,3,7,13,50,50,154218.64499926273
658,3,7,14,49,49,161668.41996758408
659,3,7,15,49,49,155396.9255412198
660,3,7,16,50,50,150172.69297276772
661,3,7,17,49,49,146509.47560507368
662,3,7,18,47,47,152707.8676346772
663,3,7,19,44,44,163777.0338662551
664,3,7,20,44,44,151673.17336085672
665,3,7,21,45,45,146915.73423225078
666,3,7,22,45,45,145608.65722833292
667,3,7,23,45,45,143032.31762770153
668,3,7,24,46,46,139530.82391392937
669,3,7,25,47,47,118381.96941372311
670,3,7,26,46,46,126765.63135249332
671,3,7,27,45,45,138152.4385596098
672,3,7,28,45,45,138152.4385596098
673,3,7,29,45,45,140876.37085368315
674,3,7,30,44,44,143946.66202909496
675,3,7,31,44,44,142324.0230221354
676,3,7,32,46,46,128894.87004591795
677,3,7,33,46,46,129089.17439229104
678,3,7,34,45,45,126856.38564800177
679,3,7,35,47,47,122522.73410759674
680,3,7,36,48,48,117410.46873432047
681,3,7,37,48,48,114508.49761567453
682,3,7,38,48,48,110903.67792151983
683,3,7,39,48,48,108201.56835179702
684,4,7,2,84,84,192888.64881711564
685,4,7,3,74,74,212941.13609942351
686,4,7,4,67,67,179787.9535040387
687,4,7,5,64,64,151460.47597527364
688,4,7,6,56,56,153907.3146175455
689,4,7,7,54,54,151902.37898140764
690,4,7,8,53,53,137102.16725979754
691,4,7,9,48,48,154266.85783815564
692,4,7,10,48,48,154317.77527407007
693,4,7,11,47,47,166364.77639755214
694,4,7,12,46,46,179265.1923518649
695,4,7,13,45,45,174303.3706926339
696,4,7,14,44,44,179817.12649112815
697,4,7,15,44,44,161463.71419066866
698,4,7,16,43,43,148504.56397966464
699,4,7,17,43,43,142421.4909642172
