,MACD_grad,Signal_grad,profit,SMA25,EMA50,Close,SMA_grad,EMA_grad,buy_index,sell_index
0,1558.7152638444677,167.60073783723783,680.754226017787,6949097.16,6944315.579385777,6977349.0,1074.9599999999627,1929.3055595839396,2021-10-29 14:00:00+00:00,2021-10-30 03:00:00+00:00
1,6538.280775572173,557.2394639863028,-1649.6367008813977,7029699.48,7018456.588200586,7108943.0,-188.1599999992177,4030.760163803585,2021-10-31 00:00:00+00:00,2021-10-31 04:00:00+00:00
2,7956.55140482448,940.2500526673684,-1441.9903713370732,6970976.72,6978069.896649831,7019519.5,-653.1800000006333,1755.2497011022642,2021-10-31 21:00:00+00:00,2021-11-01 04:00:00+00:00
3,1005.0561735350639,36.59476989806353,-269.0702154230821,6942081.26,6970479.71815198,6946551.0,-1589.4000000003725,-1001.9419295862317,2021-11-01 06:00:00+00:00,2021-11-01 17:00:00+00:00
4,3282.67503043171,425.2168551247255,2294.878714814229,7002033.14,6985799.686399075,7018268.5,3671.8799999998882,1338.173376952298,2021-11-02 06:00:00+00:00,2021-11-03 01:00:00+00:00
5,5081.47670692578,468.50881215254776,-1617.8134571178816,7027930.9,7057518.102522967,7019787.0,-4358.739999999292,-1541.02443645522,2021-11-05 02:00:00+00:00,2021-11-05 15:00:00+00:00
6,2190.160858882591,256.27179535637333,-1132.1580345522816,6978272.2,6999515.233117494,6948680.0,-5483.979999999516,-2075.373635380529,2021-11-06 04:00:00+00:00,2021-11-06 10:00:00+00:00
7,2071.799964572303,243.87447622328546,6848.830468440909,6914298.44,6954462.5057372255,6896771.0,-1090.7199999997392,-2355.0574732674286,2021-11-06 18:00:00+00:00,2021-11-08 14:00:00+00:00
8,6243.449597001076,273.38254105782835,450.45479485993565,7478505.58,7319102.041997014,7659950.5,19093.12000000011,13912.387739212252,2021-11-09 00:00:00+00:00,2021-11-09 09:00:00+00:00
9,13235.92696248833,319.31805278312277,-3168.774534204669,7561884.92,7521514.35182058,7712246.0,2752.320000000298,7784.991438847035,2021-11-10 13:00:00+00:00,2021-11-10 20:00:00+00:00
10,2090.500056042336,128.98881635788712,-1956.9702098479756,7460115.44,7478584.423999451,7416414.5,-14850.079999999143,-2537.550818852149,2021-11-11 16:00:00+00:00,2021-11-12 09:00:00+00:00
11,3672.293581046164,259.35740107540914,536.9615432991559,7331451.48,7369860.722753789,7287530.5,-4084.3199999993667,-3360.4184591928497,2021-11-12 21:00:00+00:00,2021-11-14 10:00:00+00:00
12,10486.265828919597,969.7487812163456,-881.0468818479567,7348079.74,7337777.551818162,7462415.5,5645.7599999997765,5087.263437693939,2021-11-14 23:00:00+00:00,2021-11-15 14:00:00+00:00
13,5004.986744210124,564.3760028390097,-2099.7367296189186,7058212.84,7159549.102729087,6945048.0,-15032.78000000026,-8755.147129246034,2021-11-16 17:00:00+00:00,2021-11-18 08:00:00+00:00
14,7290.07839896623,310.72740108713333,832.9538266627642,6582263.3,6690915.59958163,6511402.5,-11643.240000000224,-7327.065294160508,2021-11-19 09:00:00+00:00,2021-11-20 15:00:00+00:00
15,10926.36463890411,261.95596820270293,-1490.8874207138142,6654098.98,6657050.01243091,6784227.5,6669.9000000003725,5190.917860929854,2021-11-20 18:00:00+00:00,2021-11-21 04:00:00+00:00
16,6863.749244318344,240.42076239254675,-1935.3254716902593,6735411.86,6707178.275709574,6828035.5,10129.080000000075,4932.947930602357,2021-11-21 16:00:00+00:00,2021-11-21 23:00:00+00:00
17,8902.565273800865,611.1459052404825,-2734.7537556521565,6655451.76,6658779.161618454,6681455.5,-1410.839999999851,925.5648319292814,2021-11-22 14:00:00+00:00,2021-11-22 18:00:00+00:00
18,5391.185147428885,193.4748051332208,-1880.106550153083,6548606.58,6605844.766416275,6556873.5,-3272.0800000000745,-1998.8272007042542,2021-11-23 02:00:00+00:00,2021-11-23 07:00:00+00:00
19,2736.023967890069,86.87681290963519,-312.37591281329514,6533130.7,6579235.930744265,6504905.0,-2304.6399999996647,-3033.915540627204,2021-11-23 09:00:00+00:00,2021-11-24 03:00:00+00:00
20,3678.1157596530393,405.8015333008716,2612.5693362384627,6549041.44,6550203.766467253,6558904.0,-1279.5999999996275,355.11157276667655,2021-11-24 18:00:00+00:00,2021-11-26 00:00:00+00:00
21,7685.274305195548,209.67012399912346,4788.998570131807,6278301.42,6398149.035548576,6166630.0,-23058.959999999963,-9449.75655300729,2021-11-27 02:00:00+00:00,2021-11-29 14:00:00+00:00
22,9575.039037512615,913.8011989964725,-1367.7378663912677,6450909.54,6384171.888727258,6668372.0,21004.459999999963,11600.00454174541,2021-11-29 17:00:00+00:00,2021-11-29 23:00:00+00:00
23,9459.459065300412,1047.2925436768144,-3061.2409068411653,6505772.22,6481884.378934492,6611850.5,3510.5400000000373,5304.739635325968,2021-12-01 14:00:00+00:00,2021-12-01 20:00:00+00:00
24,2834.627602313645,352.77973897612173,-1286.2825480784377,6418865.74,6443970.6189343305,6425282.0,-2575.7999999998137,-762.8007728299126,2021-12-02 19:00:00+00:00,2021-12-03 15:00:00+00:00
25,15106.649029124528,333.01008866145276,-30.93341993019567,5677001.28,5899980.6502543865,5459718.0,-30557.859999999404,-17969.9040920157,2021-12-04 17:00:00+00:00,2021-12-06 08:00:00+00:00
26,7586.03556835372,923.8425493456671,4070.8589561362605,5502279.78,5572693.182435771,5548002.0,576.5200000004843,-1007.8033647257835,2021-12-06 15:00:00+00:00,2021-12-07 17:00:00+00:00
27,4228.054038943723,382.96427375558505,-1476.6380253057432,5717337.92,5710085.234208429,5756048.5,-2121.2199999997392,1876.051664961502,2021-12-08 18:00:00+00:00,2021-12-09 02:00:00+00:00
28,5509.050098698586,549.0957829691615,-1912.0501548938191,5539114.48,5591328.906943842,5507772.0,-6480.539999999106,-3410.4859977085143,2021-12-10 03:00:00+00:00,2021-12-10 22:00:00+00:00
29,4617.110238576308,432.11584635067265,1049.1324491037376,5467369.46,5510969.538268661,5471538.0,-1131.5,-1609.4505415782332,2021-12-11 02:00:00+00:00,2021-12-12 10:00:00+00:00
30,3255.432205340825,194.75237711653972,-1150.2566072950576,5549669.76,5536322.097146026,5615522.5,5534.5,3232.6695042438805,2021-12-12 12:00:00+00:00,2021-12-13 01:00:00+00:00
