,MACD_grad,Signal_grad,profit,SMA5,EMA5,Close,SMA_grad,EMA_grad,buy_index,sell_index
18,19100.9296883028,5520.501961857428,2589.915816961031,3705927.4,3715073.063940767,3747712.25,-2147.2000000001863,16319.593029615935,2022-05-29 00:00:00+00:00,2022-06-01 00:00:00+00:00
19,39009.73455183394,10091.575715029097,-1688.4217744500638,3961135.7,3987917.900566809,4146519.75,53788.85000000009,79300.92471659556,2022-06-06 00:00:00+00:00,2022-06-08 00:00:00+00:00
20,31930.040981047787,891.3196926003438,1191.172652643596,2902502.65,2968928.616962809,2763281.75,-168963.7000000002,-102823.43348140502,2022-06-17 00:00:00+00:00,2022-06-27 00:00:00+00:00
21,31005.514940863475,9975.306328176965,2631.835328705987,2649822.25,2682300.970138113,2748730.5,411.70000000018626,33214.76493094349,2022-07-04 00:00:00+00:00,2022-07-10 00:00:00+00:00
22,22773.613107014913,5045.024583974056,8933.322383693769,2774084.95,2800293.3335775617,2858749.5,-15946.75,29228.083211219404,2022-07-14 00:00:00+00:00,2022-07-21 00:00:00+00:00
23,39651.44925062684,5251.401290684873,-343.82833210400713,3017284.3,3034553.8278356506,3121296.75,6184.799999999814,43371.461082175374,2022-07-27 00:00:00+00:00,2022-07-31 00:00:00+00:00
24,23789.29415271664,4454.593707616281,2767.8003035856673,3066933.65,3083600.9734213217,3142252.5,5945.799999999814,29325.76328933984,2022-08-05 00:00:00+00:00,2022-08-14 00:00:00+00:00
25,12217.597507624421,2632.8152749464352,-5015.0898988511035,2960301.25,2976342.916045563,2944003.5,-41066.64999999991,-16169.708022780716,2022-08-22 00:00:00+00:00,2022-08-26 00:00:00+00:00
26,23259.695701155346,4541.875613723645,-3732.4823242718558,2803759.6,2807449.709535359,2814237.5,-23802.899999999907,3393.895232319832,2022-08-29 00:00:00+00:00,2022-09-06 00:00:00+00:00
27,11731.934254844673,883.5346745040351,4480.5297617080505,2769758.65,2767352.802724793,2780021.75,-3991.9500000001863,6334.473637603689,2022-09-07 00:00:00+00:00,2022-09-13 00:00:00+00:00
28,19019.849201117177,3804.979665923409,970.1357990871911,2744097.45,2756135.501386373,2761971.75,-23079.25,2918.1243068138137,2022-09-22 00:00:00+00:00,2022-10-01 00:00:00+00:00
29,10638.953309501521,1228.741853603145,63.84837370479363,2805735.3,2801003.5726604983,2836159.25,6120.149999999907,17577.838669750374,2022-10-03 00:00:00+00:00,2022-10-07 00:00:00+00:00
30,7209.970307328738,20.930024265878274,1670.1664335084934,2806218.3,2810428.9297084883,2811910.75,-5825.350000000093,740.9101457558572,2022-10-12 00:00:00+00:00,2022-10-19 00:00:00+00:00
31,9587.151436321903,1591.5440696203787,4961.524199213323,2857183.6,2862587.3266710304,2888721.25,745.3500000000931,13066.96166448528,2022-10-23 00:00:00+00:00,2022-10-30 00:00:00+00:00
32,17717.808616839815,2966.403934282299,-934.2153862120758,3031820.45,3039758.0266022845,3100289.5,10009.600000000093,30265.73669885844,2022-11-04 00:00:00+00:00,2022-11-06 00:00:00+00:00
33,10802.387965936214,2248.488260082653,-1741.1061516526825,2358794.5,2414886.3382548583,2283207.75,-82150.79999999981,-65839.2941274289,2022-11-13 00:00:00+00:00,2022-11-21 00:00:00+00:00
34,7908.380352365319,1987.6253839271849,-1531.6289535332326,2300597.95,2294514.899986612,2285347.75,-11600.0,-4583.57499330584,2022-11-22 00:00:00+00:00,2022-11-28 00:00:00+00:00
35,4549.192356504966,461.4389339595764,445.99711045681033,2282531.85,2280660.426816775,2281763.25,-3937.899999999907,551.4115916127339,2022-11-29 00:00:00+00:00,2022-12-02 00:00:00+00:00
36,4533.008621345274,266.6967959751221,-328.19436941086315,2304302.85,2294727.7763709333,2303750.5,4397.450000000186,4511.36181453336,2022-12-04 00:00:00+00:00,2022-12-07 00:00:00+00:00
37,6995.313179618679,1857.6465072179221,-681.8375970243069,2322796.65,2324342.267554752,2354705.75,16735.19999999972,15181.741222623736,2022-12-08 00:00:00+00:00,2022-12-10 00:00:00+00:00
38,3510.2271632635966,799.6643047205416,893.0998395284842,2347726.55,2345205.7287762472,2366169.25,13682.649999999907,10481.76061187638,2022-12-12 00:00:00+00:00,2022-12-15 00:00:00+00:00
39,3953.734515798278,487.46383598909597,-739.2920620982186,2245004.8,2247908.412903129,2228034.25,-13587.80000000028,-9937.081451564562,2022-12-22 00:00:00+00:00,2022-12-29 00:00:00+00:00
40,3465.252577277366,995.6472010875568,21813.874130339333,2183596.8,2187241.606811719,2182750.75,-7174.25,-2245.4284058595076,2023-01-02 00:00:00+00:00,2023-01-17 00:00:00+00:00
41,33716.525449493434,6726.588403697548,2065.3586127297312,2747212.95,2758928.8444603574,2937860.5,52787.700000000186,89465.82776982151,2023-01-20 00:00:00+00:00,2023-01-23 00:00:00+00:00
42,12211.13932291884,750.709218380005,-4038.8244139870076,3010776.95,3014402.1932817004,3086949.0,27868.25,36273.40335915005,2023-01-29 00:00:00+00:00,2023-01-30 00:00:00+00:00
43,6591.269429265987,710.3765549598575,-665.5650185533596,3028177.85,3039686.8330659033,3076433.75,-2103.0499999998137,18373.458467048593,2023-02-03 00:00:00+00:00,2023-02-04 00:00:00+00:00
44,8937.336041355971,2874.5400404351494,14244.769419494565,2868397.0,2893916.0031805695,2886024.25,-25621.600000000093,-3945.87659028545,2023-02-13 00:00:00+00:00,2023-02-19 00:00:00+00:00
45,10280.623899016064,1900.799502677784,-7082.956114505767,3192214.6,3200411.79037129,3220534.0,10913.950000000186,10061.10481435433,2023-03-01 00:00:00+00:00,2023-03-03 00:00:00+00:00
46,6156.336001472548,212.99373277410632,-2768.996043798572,3077226.05,3077645.8139583594,3050430.0,-34020.80000000028,-13607.906979179475,2023-03-06 00:00:00+00:00,2023-03-08 00:00:00+00:00
47,19471.057007543277,2768.4645237683144,34795.89505619541,2808942.4,2820119.8506081416,2785271.0,-53505.39999999991,-17424.425304070115,2023-03-12 00:00:00+00:00,2023-03-21 00:00:00+00:00
48,31694.8073575804,6429.685936171549,-36.56261530707707,3630118.1,3650054.5757928006,3757618.0,32574.200000000186,53781.71210360015,2023-03-30 00:00:00+00:00,2023-04-03 00:00:00+00:00
49,9234.887829673477,2750.747583339316,12197.858505061246,3701815.7,3711896.152837608,3742852.5,8107.450000000186,15478.17358119646,2023-04-10 00:00:00+00:00,2023-04-16 00:00:00+00:00
50,8331.905167662073,1403.5126054599605,7270.342930659826,3712746.25,3739455.1279127523,3690804.0,-38391.950000000186,-24325.563956376165,2023-04-25 00:00:00+00:00,2023-05-02 00:00:00+00:00
51,17945.69398523355,2579.751345681963,-3709.6393748392584,3906531.5,3925856.699893113,3982267.0,-1981.25,28205.150053443853,2023-05-06 00:00:00+00:00,2023-05-07 00:00:00+00:00
52,7209.548183831852,1105.5295840229592,1995.524252231582,3670292.15,3676660.3827423616,3635537.0,-21338.649999999907,-20561.69137118105,2023-05-14 00:00:00+00:00,2023-05-22 00:00:00+00:00
53,9454.906886536628,3011.3311787079383,-4650.092200874118,3726252.7,3733473.707119141,3772233.25,10506.55000000028,19379.771440429147,2023-05-24 00:00:00+00:00,2023-05-25 00:00:00+00:00
54,9848.713854817208,2301.294774756938,4633.827357235801,3725758.5,3726278.5706278943,3758201.75,14865.399999999907,15961.58968605334,2023-05-27 00:00:00+00:00,2023-05-31 00:00:00+00:00
55,29526.814643784426,2298.7276009285615,-5103.9217806543165,3759312.1,3753135.2286005183,3800840.75,16220.55000000028,23852.760699741542,2023-06-07 00:00:00+00:00,2023-06-08 00:00:00+00:00
56,3656.108099498786,432.01235827053097,-3936.402530120162,3690521.25,3706975.4473631172,3691496.75,-21982.350000000093,-7739.348681557924,2023-06-10 00:00:00+00:00,2023-06-11 00:00:00+00:00
57,3642.6727773337625,66.66993061515313,-4235.517796250089,3641061.35,3639769.280700183,3612374.0,-14767.049999999814,-13697.640350091271,2023-06-13 00:00:00+00:00,2023-06-15 00:00:00+00:00
58,10901.955360839609,1398.2618415424622,32797.38529930473,3592894.2,3593937.027614869,3587509.5,-3204.8499999996275,-3213.7638074345887,2023-06-16 00:00:00+00:00,2023-06-26 00:00:00+00:00
59,11191.011309148744,1171.636285686338,-2625.7425681358145,4429893.3,4435400.050328704,4505115.0,32192.700000000186,34857.4748356482,2023-07-04 00:00:00+00:00,2023-07-05 00:00:00+00:00
60,2713.092534107156,798.6057786207566,-3754.316741672519,4298429.2,4307088.501582708,4289337.0,-3368.2999999998137,-8875.750791354105,2023-07-12 00:00:00+00:00,2023-07-13 00:00:00+00:00
61,23616.321898512542,5699.951660138324,-5778.515650960762,4285059.8,4297027.722925648,4345571.5,8109.399999999441,24271.888537175953,2023-07-14 00:00:00+00:00,2023-07-15 00:00:00+00:00
62,6564.054365126416,1494.833529242509,-2036.8611347124097,4181658.55,4187244.774029138,4176243.0,-6187.600000000093,-5500.887014568783,2023-07-20 00:00:00+00:00,2023-07-25 00:00:00+00:00
63,15173.983139450196,1900.7321507132929,756.2999692136364,4112711.45,4126518.641406438,4138265.0,-25247.69999999972,5873.179296781309,2023-07-29 00:00:00+00:00,2023-08-04 00:00:00+00:00
64,8331.03197182715,1453.134719521212,4005.7389463632426,4135788.5,4142846.3785678023,4159394.75,-3910.0,8274.18571609864,2023-08-08 00:00:00+00:00,2023-08-13 00:00:00+00:00
65,18513.18458984513,4497.659906770241,-2331.686722545128,3818815.35,3869095.730206584,3820691.5,-75892.19999999972,-24202.115103291813,2023-08-22 00:00:00+00:00,2023-09-01 00:00:00+00:00
66,6023.838124753907,1595.0896545878186,-233.00250356996548,3787218.0,3802811.61521011,3802168.25,5877.850000000093,-321.6826050551608,2023-09-06 00:00:00+00:00,2023-09-11 00:00:00+00:00
67,15654.241781773977,205.52469915775146,5221.614647264418,3790035.95,3784242.7545710527,3801665.0,-12883.299999999814,8711.1227144734,2023-09-13 00:00:00+00:00,2023-09-22 00:00:00+00:00
68,6777.856057998259,1236.7991074793654,6570.0587725637015,3919990.0,3926410.3417171626,3939618.0,-320.10000000009313,6603.82914141845,2023-09-28 00:00:00+00:00,2023-10-04 00:00:00+00:00
69,1849.809170878958,556.2046637339517,-470.93229791137855,4129663.35,4137010.429015197,4173650.0,9549.25,18319.78549240157,2023-10-08 00:00:00+00:00,2023-10-09 00:00:00+00:00
70,4649.149696791545,325.55713315802313,47235.875066576555,4023796.4,4032983.172914469,4017436.75,-14837.649999999907,-7773.211457234807,2023-10-15 00:00:00+00:00,2023-10-28 00:00:00+00:00
71,11577.388146633282,1317.410259229322,11775.927177037694,5250454.6,5268286.596554455,5330597.5,14502.199999999255,31155.451722772792,2023-11-08 00:00:00+00:00,2023-11-13 00:00:00+00:00
72,53018.75575058721,3714.123944959545,-11871.819170371804,5570212.5,5563869.938533446,5728092.0,14818.5,82111.03073327709,2023-11-16 00:00:00+00:00,2023-11-17 00:00:00+00:00
73,24366.379890026525,4428.588251770198,-4830.792349230411,5545330.2,5532490.598969569,5606472.5,51713.700000000186,36990.950515215285,2023-11-20 00:00:00+00:00,2023-11-21 00:00:00+00:00
