Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,MFI,EMA3,EMA5,SMA5,MACD,Signal,before_MACD,before_Signal,before_SMA5,before_EMA5,upper_sigma4,lower_sigma4,g_point,s_point,mode,yen,btc,total
2021-12-12 00:00:00+00:00,5596594.0,5751946.0,5525268.0,5686787.5,2490376118778,0.0,0.0,46.707516451607766,5609362.384256097,5610760.873240025,5558113.0,-1398.488983928226,-46631.31206817331,-40802.705610272475,-69252.25878828988,5571913.6,5572739.937203277,,,False,False,1,50000.0,0.007543066383208289,92895.8156196991
2021-12-13 00:00:00+00:00,5688649.5,5698443.0,5208640.5,5308443.0,3653496940826,0.0,0.0,39.7635276545856,5458902.674191853,5509979.268703167,5471474.1,-51076.594511314295,-48113.204926302744,-1398.488983928226,-46631.31206817331,5558113.0,5610760.873240025,,,False,False,1,50000.0,0.007543066383208289,90041.93794047736
2021-12-14 00:00:00+00:00,5305301.5,5508854.0,5272105.0,5301837.5,3939883130609,0.0,0.0,40.50526261019575,5380370.082415019,5440594.557462117,5450242.2,-60224.47504709754,-52150.534796849395,-51076.594511314295,-48113.204926302744,5471474.1,5509979.268703167,,,False,False,1,50000.0,0.007543066383208289,89992.11221548307
2021-12-15 00:00:00+00:00,5502834.0,5640897.0,5313186.5,5581279.5,4171039610023,0.0,0.0,39.72022639834626,5480824.794201293,5487491.395522663,5495161.8,-6666.601321370341,-36988.62319439173,-60224.47504709754,-52150.534796849395,5450242.2,5440594.557462117,8384498.078062647,3631881.5219373526,True,False,3,0.0,0.0164926271425288,92049.96177173957
2021-12-16 00:00:00+00:00,5581706.5,5643535.5,5403315.5,5418103.0,3099555720613,0.0,0.0,40.55868278877767,5449463.896633333,5464361.319681626,5459290.1,-14897.423048293218,-29624.6953942178,-6666.601321370341,-36988.62319439173,5495161.8,5487491.395522663,8290245.916761665,3623282.603238335,False,False,3,0.0,0.0164926271425288,89358.75259881672
2021-12-17 00:00:00+00:00,5416773.5,5459174.5,5172005.0,5254038.5,3741648570361,0.0,0.0,41.63632159607664,5351751.1975886505,5394252.479139182,5372740.3,-42501.281550531276,-33916.96632768367,-14897.423048293218,-29624.6953942178,5459290.1,5464361.319681626,8280359.326833701,3536571.993166299,False,True,2,86566.24507501832,0.0,86566.24507501832
2021-12-18 00:00:00+00:00,5255984.5,5380292.0,5185386.5,5327408.5,2967767353227,0.0,0.0,50.82173605208401,5339579.848748983,5371970.891308108,5376533.4,-32391.04255912546,-33408.31910304945,-42501.281550531276,-33916.96632768367,5372740.3,5394252.479139182,8175293.294190325,3537542.385809675,True,False,3,0.0,0.016232973091878218,86479.6788299433
2021-12-19 00:00:00+00:00,5327987.5,5468516.0,5288083.5,5302203.5,2855500771285,0.0,0.0,49.33767689604353,5320891.674339682,5348714.912282194,5376606.6,-27823.237942512147,-31546.610819391866,-32391.04255912546,-33408.31910304945,5376533.4,5371970.891308108,8093114.419928802,3524240.100071197,False,False,3,0.0,0.016232973091878218,86070.52674316251
2021-12-20 00:00:00+00:00,5302209.5,5387134.0,5175255.5,5328689.5,3519312752636,0.0,0.0,41.073253126472146,5324790.587173472,5342039.740043138,5326088.6,-17249.152869665995,-26780.76664848623,-27823.237942512147,-31546.610819391866,5376606.6,5348714.912282194,7943004.382747395,3573372.297252605,False,False,3,0.0,0.016232973091878218,86500.473268474
2021-12-21 00:00:00+00:00,5329348.5,5607536.0,5304000.0,5578511.0,3084216222829,0.0,0.0,39.87368809992118,5451650.793645809,5420863.767411956,5358170.2,30787.026233853772,-7591.435638249447,-17249.152869665995,-26780.76664848623,5326088.6,5342039.740043138,7906051.020112397,3570943.139887603,False,False,3,0.0,0.016232973091878218,90555.81895574665
2021-12-22 00:00:00+00:00,5578566.0,5652054.0,5535972.0,5550142.0,2790333474949,0.0,0.0,46.54470071538761,5500896.396834371,5463956.611489427,5417390.9,36939.785344943404,7252.339094679787,30787.026233853772,-7591.435638249447,5358170.2,5420863.767411956,7831488.95254845,3592563.1674515493,False,False,3,0.0,0.016232973091878218,90095.30574210316
2021-12-23 00:00:00+00:00,5549895.0,5874986.5,5491858.5,5813032.0,3230634918073,0.0,0.0,53.93066218253365,5656964.198435354,5580315.254125213,5514515.6,76648.9443101408,30384.576577408923,36939.785344943404,7252.339094679787,5417390.9,5463956.611489427,7645037.003583742,3723211.5164162572,False,False,3,0.0,0.016232973091878218,94362.79203822702
2021-12-24 00:00:00+00:00,5815494.0,5924934.0,5777519.5,5814389.5,2787847550342,0.0,0.0,61.12678736624273,5735676.849222259,5658340.083126814,5616952.8,77336.76609544456,46035.32253924852,76648.9443101408,30384.576577408923,5514515.6,5580315.254125213,7396682.72886878,3910420.5511312196,False,False,3,0.0,0.016232973091878218,94384.82829919925
2021-12-25 00:00:00+00:00,5818133.5,5854935.5,5747406.0,5769503.5,2177230163792,0.0,0.0,55.41038552908979,5752590.174611621,5695394.580865478,5705115.6,57195.59374614246,49755.41549636307,77336.76609544456,46035.32253924852,5616952.8,5658340.083126814,7172993.459071131,4079357.5409288686,False,False,3,0.0,0.016232973091878218,93656.1950689972
2021-12-26 00:00:00+00:00,5769370.0,5856174.5,5677205.5,5809738.0,2397139775647,0.0,0.0,49.692198648032466,5781164.087306227,5733509.071360696,5751361.0,47655.0159455305,49055.2819922024,57195.59374614246,49755.41549636307,5705115.6,5695394.580865478,6909254.126666481,4291056.19333352,False,True,2,94215.0113042375,0.0,94215.0113042375
2021-12-27 00:00:00+00:00,5808948.0,5969938.0,5775245.5,5813199.5,2792280838908,0.0,0.0,57.18504768239282,5797181.793653229,5760072.555681699,5803972.5,37109.237971530296,45073.26610322497,47655.0159455305,49055.2819922024,5751361.0,5733509.071360696,6641738.371490989,4512969.0285090115,False,False,2,94215.0113042375,0.0,94215.0113042375
2021-12-28 00:00:00+00:00,5817727.0,5817727.0,5443625.5,5461868.0,3836871215661,0.0,0.0,57.1217218221537,5629524.896826005,5660671.0168944225,5733739.7,-31146.120068417862,19666.79887617863,37109.237971530296,45073.26610322497,5803972.5,5760072.555681699,6509193.301136404,4598741.4988635965,False,False,2,94215.0113042375,0.0,94215.0113042375
2021-12-29 00:00:00+00:00,5465887.0,5525821.0,5311208.5,5338808.0,3454151050818,0.0,0.0,48.458637228347214,5484166.448412738,5553383.330042,5638623.4,-69216.88162926212,-9961.098644854505,-31146.120068417862,19666.79887617863,5733739.7,5660671.0168944225,6523754.253251927,4567278.346748073,False,False,2,94215.0113042375,0.0,94215.0113042375
2021-12-30 00:00:00+00:00,5344083.5,5512037.5,5295968.5,5428610.0,3070714447144,0.0,0.0,55.57512481658782,5456388.224206344,5511792.216266594,5570444.7,-55403.99206024967,-25108.731153237008,-69216.88162926212,-9961.098644854505,5638623.4,5553383.330042,6523518.536497736,4555332.743502263,False,False,2,94215.0113042375,0.0,94215.0113042375
2021-12-31 00:00:00+00:00,5427603.0,5577297.5,5273212.5,5330242.5,4256023036571,0.0,0.0,54.8453500425278,5393315.362103143,5451275.640529076,5474545.6,-57960.27842593286,-36059.247571028834,-55403.99206024967,-25108.731153237008,5570444.7,5511792.216266594,6505642.087045204,4540470.112954795,False,False,2,94215.0113042375,0.0,94215.0113042375
2022-01-01 00:00:00+00:00,5330852.5,5505306.0,5328175.0,5489133.5,2829661633525,0.0,0.0,54.78366813172089,5441224.431051582,5463894.927526611,5409732.4,-22670.496475028805,-31596.3303596439,-57960.27842593286,-36059.247571028834,5474545.6,5451275.640529076,6466127.952591326,4558651.6874086745,True,False,3,0.0,0.017146749353597113,94120.79629293326
2022-01-02 00:00:00+00:00,5488456.0,5511533.0,5393608.0,5451565.5,3218483475493,0.0,0.0,55.20768559304938,5446394.965525792,5459785.118240946,5407671.9,-13390.152715153992,-25527.604315527475,-22670.496475028805,-31596.3303596439,5409732.4,5463894.927526611,6426743.663648373,4574830.216351627,False,False,3,0.0,0.017146749353597113,93476.62721321732
2022-01-03 00:00:00+00:00,5451372.5,5469126.0,5284611.5,5358107.5,3814217042191,0.0,0.0,54.78922978028351,5402251.232762894,5425892.578221833,5411531.8,-23641.34545893967,-24898.851352099347,-13390.152715153992,-25527.604315527475,5407671.9,5459785.118240946,6431016.518003499,4566566.201996502,False,False,3,0.0,0.017146749353597113,91874.12631212884
2022-01-04 00:00:00+00:00,5358192.5,5508392.0,5313005.0,5332174.0,4936840452926,0.0,0.0,56.511700191851645,5367212.616381446,5394653.051775842,5392244.6,-27440.435394396074,-25746.046042954582,-23641.34545893967,-24898.851352099347,5411531.8,5425892.578221833,6434072.696967326,4561549.423032673,False,True,2,91338.02163667956,0.0,91338.02163667956
2022-01-05 00:00:00+00:00,5332381.0,5433187.0,4968788.0,5059535.0,4279403883921,0.0,0.0,49.09223497406822,5213373.808190721,5282947.03363032,5338103.1,-69573.22543959878,-40355.105957827,-27440.435394396074,-25746.046042954582,5392244.6,5394653.051775842,6499605.756337002,4452982.243662998,False,False,2,91338.02163667956,0.0,91338.02163667956
2022-01-06 00:00:00+00:00,5059130.0,5075843.0,4936157.5,5000901.0,3500097470654,0.0,0.0,42.115798724794615,5107137.40409536,5188931.688589247,5240456.6,-81794.28449388687,-54168.165542960975,-69573.22543959878,-40355.105957827,5338103.1,5282947.03363032,6548876.871633117,4348840.208366883,False,False,2,91338.02163667956,0.0,91338.02163667956
2022-01-07 00:00:00+00:00,5000048.5,5000048.5,4751727.5,4801373.5,9727616905368,0.0,0.0,31.984428445342328,4954255.45204768,5059745.625270301,5110418.2,-105490.17322262097,-71275.5014965483,-81794.28449388687,-54168.165542960975,5240456.6,5188931.688589247,6693200.567587655,4163950.9524123445,False,False,2,91338.02163667956,0.0,91338.02163667956
2022-01-08 00:00:00+00:00,4801785.0,4881159.0,4701227.0,4823943.0,3244133939427,0.0,0.0,31.659130996592378,4889099.226023839,4981144.749995292,5003585.3,-92045.52397145331,-78198.84233780376,-105490.17322262097,-71275.5014965483,5110418.2,5059745.625270301,6802176.306377381,4016743.6536226203,False,False,2,91338.02163667956,0.0,91338.02163667956
2022-01-09 00:00:00+00:00,4824033.5,4930459.0,4778195.0,4845882.0,2462088662687,0.0,0.0,35.98354866504641,4867490.61301192,4936057.166592816,4906326.9,-68566.553580896,-74988.07941379897,-92045.52397145331,-78198.84233780376,5003585.3,4981144.749995292,6865346.937509465,3894741.222490535,True,False,3,0.0,0.018829737004541772,91246.68361504289
2022-01-10 00:00:00+00:00,4845724.0,4887221.0,4588156.5,4821181.5,3700995968233,0.0,0.0,30.217731842248398,4844336.0565059595,4897765.277688508,4858656.2,-53429.22118254844,-67801.79332920183,-68566.553580896,-74988.07941379897,4906326.9,4936057.166592816,6938175.712193411,3774158.7278065886,False,False,3,0.0,0.018829737004541772,90781.57969616221
2022-01-11 00:00:00+00:00,4820979.0,4960185.0,4786492.5,4928934.5,3036496094973,0.0,0.0,36.12281871893217,4886635.27825298,4908155.018466247,4844262.9,-21519.740213267505,-52374.442279803654,-53429.22118254844,-67801.79332920183,4858656.2,4897765.277688508,6977366.439793744,3708959.680206255,False,False,3,0.0,0.018829737004541772,92810.5403476126
2022-01-12 00:00:00+00:00,4929664.0,5055106.0,4906144.0,5039764.0,3841530094247,0.0,0.0,42.77544504849392,4963199.63912649,4952024.6789978845,4891941.0,11174.960128605366,-31191.308133823724,-21519.740213267505,-52374.442279803654,4844262.9,4908155.018466247,6992715.34510248,3670599.214897521,False,False,3,0.0,0.018829737004541772,94897.43068495746
2022-01-13 00:00:00+00:00,5039493.5,5057471.5,4842592.5,4860458.0,5442409004587,0.0,0.0,35.686294158905895,4911828.8195632445,4921502.452655801,4899244.0,-9673.633092556149,-24018.749784512525,11174.960128605366,-31191.308133823724,4891941.0,4952024.6789978845,7038072.599570404,3589902.320429596,False,False,3,0.0,0.018829737004541772,91521.14586162109
2022-01-14 00:00:00+00:00,4861291.0,4950430.0,4777995.5,4923494.0,2693364677273,0.0,0.0,36.90953654560241,4917661.409781622,4922166.301770671,4914766.4,-4504.891989049502,-17514.130518014797,-9673.633092556149,-24018.749784512525,4899244.0,4921502.452655801,7063614.067425557,3531945.212574442,False,False,3,0.0,0.018829737004541772,92708.0971634394
2022-01-15 00:00:00+00:00,4923745.5,4994888.0,4874297.0,4932370.0,2098650972794,0.0,0.0,35.77717489265647,4925015.704890811,4925567.534514249,4937004.1,-551.8296234384179,-11860.030219044182,-4504.891989049502,-17514.130518014797,4914766.4,4922166.301770671,7048499.621057533,3495368.3789424677,False,False,3,0.0,0.018829737004541772,92875.22990909171
2022-01-16 00:00:00+00:00,4931758.0,4962003.5,4876809.0,4928470.0,2046439527168,0.0,0.0,30.337094202428975,4926742.852445405,4926535.023009588,4936911.2,207.829435816966,-7837.410333721227,-551.8296234384179,-11860.030219044182,4937004.1,4925567.534514249,7030685.406218251,3463448.8337817495,False,False,3,0.0,0.018829737004541772,92801.79393477399
2022-01-17 00:00:00+00:00,4928954.5,4937628.0,4777711.0,4840793.5,2485202819368,0.0,0.0,31.301798960871707,4883768.1762227025,4897954.515337977,4897117.1,-14186.339115274139,-9953.719927701703,207.829435816966,-7837.410333721227,4936911.2,4926535.023009588,6936826.269529289,3479528.890470711,False,True,2,91059.71762979699,0.0,91059.71762979699
2022-01-18 00:00:00+00:00,4840739.0,4874634.0,4742182.0,4854339.0,2568002468869,0.0,0.0,22.47399871003757,4869053.588111351,4883416.010224725,4895893.3,-14362.422113373876,-11423.287322985712,-14186.339115274139,-9953.719927701703,4897117.1,4897954.515337977,6815699.999959429,3523851.1200405704,False,False,2,91059.71762979699,0.0,91059.71762979699
2022-01-19 00:00:00+00:00,4854156.5,4857543.0,4718288.0,4773474.0,2640523300375,0.0,0.0,23.351626966141065,4821263.794055676,4846768.673482154,4865889.3,-25504.879426477477,-16117.151357610626,-14362.422113373876,-11423.287322985712,4895893.3,4883416.010224725,6700528.406444337,3559340.3535556626,False,False,2,91059.71762979699,0.0,91059.71762979699
2022-01-20 00:00:00+00:00,4773439.0,4949121.0,4636363.0,4637229.0,2323382018899,0.0,0.0,23.997959608077725,4729246.397027838,4776922.115653503,4806861.1,-47675.71862566471,-26636.673780486053,-25504.879426477477,-16117.151357610626,4865889.3,4846768.673482154,6563709.585887183,3602358.4541128157,False,False,2,91059.71762979699,0.0,91059.71762979699
2022-01-21 00:00:00+00:00,4639416.0,4674659.0,4069307.0,4145015.5,4890249376380,0.0,0.0,27.00845916985799,4437130.9485139195,4566286.57709979,4650170.2,-129155.62858587038,-60809.658716027225,-47675.71862566471,-26636.673780486053,4806861.1,4776922.115653503,6574454.192418022,3458159.127581978,False,False,2,91059.71762979699,0.0,91059.71762979699
2022-01-22 00:00:00+00:00,4146638.25,4171335.25,3905338.75,3982765.25,4515327918733,0.0,0.0,26.679625772647892,4209948.09925696,4371779.468064959,4478564.55,-161831.36880799942,-94483.56208028931,-129155.62858587038,-60809.658716027225,4650170.2,4566286.57709979,6748788.964184521,3165496.1358154784,False,False,2,91059.71762979699,0.0,91059.71762979699
2022-01-23 00:00:00+00:00,3984710.5,4143384.5,3954877.5,4128028.25,2960650528381,0.0,0.0,26.721621810018764,4168988.17462848,4290529.06204287,4333302.4,-121540.88741438976,-103502.67052503792,-161831.36880799942,-94483.56208028931,4478564.55,4371779.468064959,6830460.400868857,2986962.3191311434,False,False,2,91059.71762979699,0.0,91059.71762979699
2022-01-24 00:00:00+00:00,4127906.25,4245565.5,3775368.75,4179121.25,4772261815910,0.0,0.0,26.4997078076017,4174054.7123142397,4253393.124695114,4214431.85,-79338.41238087416,-95447.91781028784,-121540.88741438976,-103502.67052503792,4333302.4,4290529.06204287,6831718.790028359,2885744.8299716404,True,False,3,0.0,0.021767412924946168,90968.65791216718
2022-01-25 00:00:00+00:00,4179175.75,4264917.5,4071699.0,4208899.0,3010055171408,0.0,0.0,25.709714823462537,4191476.85615712,4238561.749796707,4128765.85,-47084.89363958733,-79326.90975334917,-79338.41238087416,-95447.91781028784,4214431.85,4253393.124695114,6824435.585648281,2803320.55435172,False,False,3,0.0,0.021767412924946168,91616.842492393
2022-01-26 00:00:00+00:00,4208502.0,4443011.5,4170883.25,4227700.0,3593578769596,0.0,0.0,24.336773977889557,4209588.42807856,4234941.1665311325,4145302.75,-25352.738452572376,-61335.519319728264,-47084.89363958733,-79326.90975334917,4128765.85,4238561.749796707,6729718.718285933,2797122.7417140678,False,False,3,0.0,0.021767412924946168,92026.09162279492
2022-01-27 00:00:00+00:00,4226525.0,4285170.5,4110069.0,4284006.5,2888603685974,0.0,0.0,26.178818896244582,4246797.46403928,4251296.27768744,4205551.0,-4498.813648159616,-42389.950762518616,-25352.738452572376,-61335.519319728264,4145302.75,4234941.1665311325,6605658.495426502,2827778.244573498,False,False,3,0.0,0.021767412924946168,93251.7384586534
2022-01-28 00:00:00+00:00,4282877.5,4373714.5,4187070.0,4354835.0,2563137391991,0.0,0.0,32.26693861237416,4300816.2320196405,4285809.185124984,4250912.35,15007.046894656494,-23257.61821011338,-4498.813648159616,-42389.950762518616,4205551.0,4251296.27768744,6478645.217819549,2874529.722180451,False,False,3,0.0,0.021767412924946168,94793.49166500794
2022-01-29 00:00:00+00:00,4354418.0,4446109.0,4311285.0,4395617.5,1981716328045,0.0,0.0,31.668963018434248,4348216.86600982,4322411.956750007,4294211.6,25804.909259812906,-6903.442386796909,15007.046894656494,-23257.61821011338,4250912.35,4285809.185124984,6330715.298967526,2947535.1210324736,False,False,3,0.0,0.021767412924946168,95681.22118261956
2022-01-30 00:00:00+00:00,4397201.0,4410387.0,4315051.5,4370591.5,1687895933162,0.0,0.0,32.12957340934135,4359404.18300491,4338471.80450001,4326550.1,20932.37850490026,2375.164577105064,25804.909259812906,-6903.442386796909,4294211.6,4322411.956750007,6266214.642397797,2956920.297602203,False,False,3,0.0,0.021767412924946168,95136.46990675986
2022-01-31 00:00:00+00:00,4370900.0,4443469.0,4241497.0,4430426.5,2387116255797,0.0,0.0,38.072569045917575,4394915.341502455,4369123.36966668,4367095.4,25791.9718357753,10180.766996663446,20932.37850490026,2375.164577105064,4326550.1,4338471.80450001,6203081.501602081,2974415.47839792,False,False,3,0.0,0.021767412924946168,96438.92305912402
2022-02-01 00:00:00+00:00,4430269.5,4488691.0,4371408.5,4445287.0,2327841662081,0.0,0.0,44.16646363779204,4420101.170751227,4394511.246444457,4399351.5,25589.924306769855,15317.152766699632,25791.9718357753,10180.766996663446,4367095.4,4369123.36966668,6179612.8060587775,2969397.2539412226,False,False,3,0.0,0.021767412924946168,96762.39769889518
2022-02-02 00:00:00+00:00,4445337.5,4457127.0,4214895.0,4226750.0,2191005683151,0.0,0.0,44.957925767121715,4323425.5853756135,4338590.830962966,4373734.5,-15165.245587352663,5156.353315347922,25589.924306769855,15317.152766699632,4399351.5,4394511.246444457,6169511.887669351,2931722.732330648,False,True,2,91913.4071679357,0.0,91913.4071679357
2022-02-03 00:00:00+00:00,4225814.5,4271218.5,4174772.0,4271218.5,2137245653983,0.0,0.0,45.45408885201421,4297322.042687807,4316133.387308643,4348854.7,-18811.344620835967,-2832.879330047202,-15165.245587352663,5156.353315347922,4373734.5,4338590.830962966,6139614.822634046,2915646.717365953,False,False,2,91913.4071679357,0.0,91913.4071679357
2022-02-04 00:00:00+00:00,4270605.0,4785039.0,4260593.0,4781938.5,3389021988486,0.0,0.0,55.97509199282873,4539630.271343904,4471401.758205769,4431124.1,68228.51313813496,20854.25149268116,-18811.344620835967,-2832.879330047202,4348854.7,4316133.387308643,6131343.385254054,2920778.7147459453,True,False,3,0.0,0.019201730377914266,91821.49376076779
2022-02-05 00:00:00+00:00,4782008.0,4821839.5,4728614.5,4775058.0,2264499205086,0.0,0.0,65.04982821061888,4657344.135671952,4572620.505470515,4500050.4,84723.63020143658,42144.04439560022,68228.51313813496,20854.25149268116,4431124.1,4471401.758205769,6093334.323665982,2946477.656334018,False,False,3,0.0,0.019201730377914266,91689.37625490254
2022-02-06 00:00:00+00:00,4775053.0,4898237.0,4752444.5,4887050.5,1860002701463,0.0,0.0,64.38868258084585,4772197.317835975,4677430.503647012,4588403.1,94766.81418896373,59684.96766005505,84723.63020143658,42144.04439560022,4500050.4,4572620.505470515,6043270.105957497,2984324.7940425035,False,False,3,0.0,0.019201730377914266,93839.82604425111
2022-02-07 00:00:00+00:00,4886399.0,5109944.0,4809679.5,5044474.0,3295669652060,0.0,0.0,75.9736301636064,4908335.658917988,4799778.335764676,4751947.9,108557.32315331139,75975.75282447404,94766.81418896373,59684.96766005505,4588403.1,4677430.503647012,6102099.64286815,2940216.53713185,False,False,3,0.0,0.019201730377914266,96862.6296463987
2022-02-08 00:00:00+00:00,5046127.5,5231078.5,4947687.0,5097335.0,3821911046763,0.0,0.0,76.97290510587199,5002835.329458994,4898963.890509785,4917171.2,103871.4389492087,85274.31486605233,108557.32315331139,75975.75282447404,4751947.9,4799778.335764676,6161596.658915879,2894626.801084122,False,False,3,0.0,0.019201730377914266,97877.65231590561
2022-02-09 00:00:00+00:00,5094823.0,5168060.0,4990724.5,5125676.0,2687282686553,0.0,0.0,76.73483405040497,5064255.664729496,4974534.593673191,4985918.7,89721.07105630543,86756.56692947005,103871.4389492087,85274.31486605233,4917171.2,4898963.890509785,6227126.510714958,2844561.429285041,False,False,3,0.0,0.019201730377914266,98421.84855654609
