Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2021-11-21 00:00:00+00:00,6808979.0,6840204.5,6682265.0,6703741.5,2981839157424,0.0,0.0
2021-11-22 00:00:00+00:00,6701044.5,6762706.5,6395915.5,6461503.5,4021831455603,0.0,0.0
2021-11-23 00:00:00+00:00,6463256.0,6664734.5,6385021.5,6628604.0,4316181061082,0.0,0.0
2021-11-24 00:00:00+00:00,6628232.5,6654636.0,6453052.5,6495718.0,4228367212047,0.0,0.0
2021-11-25 00:00:00+00:00,6597861.0,6847887.5,6596299.0,6590912.5,3945250311712,0.0,0.0
2021-11-26 00:00:00+00:00,6784884.5,6801135.0,6070792.5,6070792.5,4738202185049,0.0,0.0
2021-11-27 00:00:00+00:00,6089680.0,6270187.0,6081965.5,6211917.5,3463308573948,0.0,0.0
2021-11-28 00:00:00+00:00,6211685.0,6526598.5,6071582.5,6510577.0,3197590892542,0.0,0.0
2021-11-29 00:00:00+00:00,6515518.0,6694553.0,6438625.5,6578705.0,3683979672135,0.0,0.0
2021-11-30 00:00:00+00:00,6581385.0,6659183.5,6344891.5,6453907.0,4155988012155,0.0,0.0
2021-12-01 00:00:00+00:00,6442873.5,6672937.5,6380469.5,6460246.5,4160645231720,0.0,0.0
2021-12-02 00:00:00+00:00,6458840.0,6477022.5,6316086.0,6383236.0,3659648820779,0.0,0.0
2021-12-03 00:00:00+00:00,6386779.0,6507063.0,5917380.0,6046525.5,4488691927222,0.0,0.0
2021-12-04 00:00:00+00:00,6061149.5,6081095.0,4836771.5,5550085.5,6924611346865,0.0,0.0
2021-12-05 00:00:00+00:00,5550177.5,5614096.0,5398565.0,5580876.5,4205052051192,0.0,0.0
2021-12-06 00:00:00+00:00,5585922.0,5780398.5,5352887.0,5739481.0,4278551613913,0.0,0.0
2021-12-07 00:00:00+00:00,5739390.5,5899211.5,5699269.5,5755790.5,3823202502048,0.0,0.0
2021-12-08 00:00:00+00:00,5752108.0,5825451.5,5549834.0,5741637.5,3237714631515,0.0,0.0
2021-12-09 00:00:00+00:00,5735417.5,5777111.0,5372679.0,5407997.0,3358274208674,0.0,0.0
2021-12-10 00:00:00+00:00,5404596.0,5684089.5,5331781.5,5356681.5,3511080056338,0.0,0.0
2021-12-11 00:00:00+00:00,5359100.0,5608314.0,5322557.5,5597461.5,2922854694889,0.0,0.0
2021-12-12 00:00:00+00:00,5596594.0,5751946.0,5525268.0,5686787.5,2490376118778,0.0,0.0
2021-12-13 00:00:00+00:00,5688649.5,5698443.0,5208640.5,5308443.0,3653496940826,0.0,0.0
2021-12-14 00:00:00+00:00,5305301.5,5508854.0,5272105.0,5301837.5,3939883130609,0.0,0.0
2021-12-15 00:00:00+00:00,5502834.0,5640897.0,5313186.5,5581279.5,4171039610023,0.0,0.0
2021-12-16 00:00:00+00:00,5581706.5,5643535.5,5403315.5,5418103.0,3099555720613,0.0,0.0
2021-12-17 00:00:00+00:00,5416773.5,5459174.5,5172005.0,5254038.5,3741648570361,0.0,0.0
2021-12-18 00:00:00+00:00,5255984.5,5380292.0,5185386.5,5327408.5,2967767353227,0.0,0.0
2021-12-19 00:00:00+00:00,5327987.5,5468516.0,5288083.5,5302203.5,2855500771285,0.0,0.0
2021-12-20 00:00:00+00:00,5302209.5,5387134.0,5175255.5,5328689.5,3519312752636,0.0,0.0
2021-12-21 00:00:00+00:00,5329348.5,5607536.0,5304000.0,5578511.0,3084216222829,0.0,0.0
2021-12-22 00:00:00+00:00,5578566.0,5652054.0,5535972.0,5550142.0,2790333474949,0.0,0.0
2021-12-23 00:00:00+00:00,5549895.0,5874986.5,5491858.5,5813032.0,3230634918073,0.0,0.0
2021-12-24 00:00:00+00:00,5815494.0,5924934.0,5777519.5,5814389.5,2787847550342,0.0,0.0
2021-12-25 00:00:00+00:00,5818133.5,5854935.5,5747406.0,5769503.5,2177230163792,0.0,0.0
2021-12-26 00:00:00+00:00,5769370.0,5856174.5,5677205.5,5809738.0,2397139775647,0.0,0.0
2021-12-27 00:00:00+00:00,5808948.0,5969938.0,5775245.5,5813199.5,2792280838908,0.0,0.0
2021-12-28 00:00:00+00:00,5817727.0,5817727.0,5443625.5,5461868.0,3836871215661,0.0,0.0
2021-12-29 00:00:00+00:00,5465887.0,5525821.0,5311208.5,5338808.0,3454151050818,0.0,0.0
2021-12-30 00:00:00+00:00,5344083.5,5512037.5,5295968.5,5428610.0,3070714447144,0.0,0.0
2021-12-31 00:00:00+00:00,5427603.0,5577297.5,5273212.5,5330242.5,4256023036571,0.0,0.0
2022-01-01 00:00:00+00:00,5330852.5,5505306.0,5328175.0,5489133.5,2829661633525,0.0,0.0
2022-01-02 00:00:00+00:00,5488456.0,5511533.0,5393608.0,5451565.5,3218483475493,0.0,0.0
2022-01-03 00:00:00+00:00,5451372.5,5469126.0,5284611.5,5358107.5,3814217042191,0.0,0.0
2022-01-04 00:00:00+00:00,5358192.5,5508392.0,5313005.0,5332174.0,4936840452926,0.0,0.0
2022-01-05 00:00:00+00:00,5332381.0,5433187.0,4968788.0,5059535.0,4279403883921,0.0,0.0
