,s,l,signal,gold,silver
12452,14,43,7,25,26
9590,13,38,10,25,26
9588,13,38,8,25,26
4989,11,28,14,25,26
7018,6,33,18,25,26
3566,10,24,16,25,26
7032,7,33,17,25,26
7033,7,33,18,25,26
7072,10,33,12,25,26
10047,7,39,17,25,26
3350,17,23,10,25,26
7755,25,34,5,25,26
16269,7,49,14,25,26
1737,14,17,17,25,26
1989,16,18,14,25,26
1990,16,18,15,25,26
1738,14,17,18,25,26
15593,8,48,13,25,26
4947,8,28,17,25,26
3923,12,25,13,25,26
7058,9,33,13,25,26
4975,10,28,15,25,26
9661,18,38,6,25,26
5810,13,30,10,25,26
13654,11,45,9,25,26
5811,13,30,11,25,26
13067,14,44,7,25,26
13613,8,45,13,25,26
7045,8,33,15,25,26
2752,16,21,12,25,26
15677,14,48,7,25,26
12555,21,43,5,25,26
7034,7,33,19,25,26
13111,17,44,6,25,26
3365,18,23,10,25,26
8969,6,37,19,25,26
8627,18,36,7,25,26
2414,11,20,19,25,26
3636,15,24,11,25,26
12396,10,43,11,25,26
14219,5,46,19,25,26
10628,9,40,13,25,26
2427,12,20,17,25,26
6636,11,32,11,25,26
5911,20,30,6,25,26
1723,13,17,18,25,26
2441,13,20,16,25,26
12382,9,43,12,25,26
11184,8,41,14,25,26
4023,19,25,8,25,26
11825,12,42,10,25,26
4213,8,26,18,25,26
11810,11,42,10,25,26
14342,14,46,7,25,26
14245,7,46,15,25,26
9107,16,37,7,25,26
9108,16,37,8,25,26
10615,8,40,15,25,26
10614,8,40,14,25,26
9092,15,37,7,25,26
10602,7,40,17,25,26
14905,7,47,15,25,26
4066,22,25,6,25,26
5896,19,30,6,25,26
11211,10,41,11,25,26
4325,16,26,10,25,26
11210,10,41,10,25,26
9035,11,37,10,25,26
6595,8,32,15,25,26
4800,24,27,5,25,26
14271,9,46,11,25,26
5045,15,28,10,25,26
10656,11,40,11,25,26
14244,7,46,14,25,26
11782,9,42,12,25,26
1528,14,16,18,25,26
4009,18,25,9,25,26
11198,9,41,13,25,26
11197,9,41,12,25,26
10642,10,40,12,25,26
9049,12,37,9,25,26
10216,19,39,6,25,26
1514,13,16,19,25,26
5448,16,29,8,25,26
11811,11,42,11,25,26
14918,8,47,13,25,26
10670,12,40,10,25,26
8700,23,36,5,25,26
9122,17,37,7,25,26
8497,9,36,12,25,26
2186,13,19,16,25,26
6435,27,31,5,25,26
6736,18,32,6,25,26
3393,20,23,8,25,26
9166,20,37,6,25,26
5506,20,29,6,25,26
5581,25,29,6,25,26
4081,23,25,6,25,26
16310,10,49,10,25,26
10275,23,39,5,25,26
14258,8,46,13,25,26
11796,10,42,11,25,26
8511,10,36,11,25,26
8553,13,36,8,25,26
10290,24,39,5,25,26
3708,20,24,8,25,26
11797,10,42,12,25,26
8539,12,36,9,25,26
11824,12,42,9,25,26
8525,11,36,10,25,26
15735,18,48,5,25,26
12511,18,43,6,25,26
10601,7,40,16,25,26
8484,8,36,14,25,26
8612,17,36,7,25,26
8670,21,36,5,25,26
2468,15,20,13,25,26
11157,6,41,17,25,26
11158,6,41,18,25,26
10589,6,40,19,25,26
4037,20,25,7,25,26
14879,5,47,19,25,26
10587,6,40,17,25,26
8655,20,36,5,25,26
2469,15,20,14,25,26
12481,16,43,6,25,26
4241,10,26,16,25,26
9137,18,37,7,25,26
8471,7,36,16,25,26
16324,11,49,9,25,26
5131,21,28,6,25,26
11253,13,41,8,25,26
11254,13,41,9,25,26
11172,7,41,17,25,26
9151,19,37,6,25,26
11171,7,41,16,25,26
13741,17,45,6,25,26
3693,19,24,8,25,26
6584,7,32,19,25,26
16367,14,49,7,25,26
2173,12,19,18,25,26
2214,15,19,14,25,26
11838,13,42,8,25,26
14959,11,47,9,25,26
13587,6,45,17,25,26
5324,7,29,19,25,26
10683,13,40,8,25,26
10713,15,40,8,25,26
10684,13,40,9,25,26
2200,14,19,15,25,26
5323,7,29,18,25,26
6855,26,32,5,25,26
11226,11,41,11,25,26
6316,19,31,6,25,26
5031,14,28,11,25,26
2243,17,19,13,25,26
9007,9,37,12,25,26
12410,11,43,10,25,26
8175,21,35,5,25,26
14945,10,47,10,25,26
2683,11,21,18,25,26
2242,17,19,12,25,26
10698,14,40,8,25,26
16296,9,49,11,25,26
6568,6,32,18,25,26
11239,12,41,9,25,26
4934,7,28,19,25,26
11225,11,41,10,25,26
8220,24,35,5,25,26
8235,25,35,5,25,26
3650,16,24,10,25,26
2710,13,21,15,25,26
2697,12,21,17,25,26
11755,7,42,15,25,26
6583,7,32,18,25,26
6582,7,32,17,25,26
5853,16,30,8,25,26
11756,7,42,16,25,26
8190,22,35,5,25,26
10201,18,39,6,25,26
13697,14,45,7,25,26
8996,8,37,16,25,26
11212,10,41,12,25,26
5160,23,28,5,25,26
8994,8,37,14,25,26
3079,19,22,9,25,26
5116,20,28,6,25,26
2669,10,21,19,25,26
4771,22,27,6,25,26
8132,18,35,7,25,26
11400,23,41,5,25,26
2229,16,19,14,25,26
9021,10,37,11,25,26
14931,9,47,11,25,26
8980,7,37,15,25,26
11757,7,42,17,25,26
8176,21,35,6,25,26
7564,12,34,9,26,27
6678,14,32,8,26,27
9150,19,37,5,26,27
8641,19,36,6,26,27
4641,13,27,11,26,27
15031,16,47,6,26,27
7157,16,33,7,26,27
7536,10,34,11,26,27
4253,11,26,13,26,27
7550,11,34,10,26,27
8656,20,36,6,26,27
1933,12,18,18,26,27
15566,6,48,16,26,27
2215,15,19,15,26,27
7245,22,33,5,26,27
15648,12,48,8,26,27
3078,19,22,8,26,27
8954,5,37,19,26,27
4959,9,28,14,26,27
4669,15,27,9,26,27
4267,12,26,12,26,27
8582,15,36,7,26,27
8983,7,37,18,26,27
7275,24,33,5,26,27
8982,7,37,17,26,27
8981,7,37,16,26,27
5925,21,30,5,26,27
5926,21,30,6,26,27
6707,16,32,7,26,27
8979,7,37,14,26,27
14232,6,46,17,26,27
5363,10,29,13,26,27
5405,13,29,10,26,27
5362,10,29,12,26,27
11385,22,41,5,26,27
8596,16,36,6,26,27
5205,26,28,5,26,27
2201,14,19,16,26,27
4654,14,27,9,26,27
5377,11,29,12,26,27
5376,11,29,11,26,27
1948,13,18,18,26,27
6015,27,30,5,26,27
11170,7,41,15,26,27
4960,9,28,15,26,27
2187,13,19,17,26,27
3293,13,23,13,26,27
10085,10,39,10,26,27
3881,9,25,16,26,27
11881,16,42,6,26,27
3664,17,24,9,26,27
5767,10,30,12,26,27
3663,17,24,8,26,27
9165,20,37,5,26,27
4655,14,27,10,26,27
4640,13,27,10,26,27
4613,11,27,13,26,27
5001,12,28,11,26,27
4987,11,28,12,26,27
7200,19,33,5,26,27
13096,16,44,6,26,27
6608,9,32,13,26,27
11224,11,41,9,26,27
4585,9,27,15,26,27
4626,12,27,11,26,27
4627,12,27,12,26,27
4584,9,27,14,26,27
4698,17,27,8,26,27
9063,13,37,8,26,27
3064,18,22,9,26,27
5043,15,28,8,26,27
6622,10,32,12,26,27
6569,6,32,19,26,27
7201,19,33,6,26,27
3678,18,24,8,26,27
5754,9,30,14,26,27
1529,14,16,19,26,27
11896,17,42,6,26,27
3093,20,22,8,26,27
6581,7,32,16,26,27
4683,16,27,8,26,27
5433,15,29,8,26,27
3238,9,23,18,26,27
3237,9,23,17,26,27
5044,15,28,9,26,27
5781,11,30,11,26,27
6000,26,30,5,26,27
3649,16,24,9,26,27
4599,10,27,14,26,27
5419,14,29,9,26,27
4598,10,27,13,26,27
5741,8,30,16,26,27
5753,9,30,13,26,27
4239,10,26,14,26,27
9077,14,37,7,26,27
2440,13,20,15,26,27
7509,8,34,14,26,27
5146,22,28,6,26,27
8715,24,36,5,26,27
2454,14,20,14,26,27
4612,11,27,12,26,27
5795,12,30,10,26,27
15706,16,48,6,26,27
4973,10,28,13,26,27
4225,9,26,15,26,27
2227,16,19,12,26,27
7522,9,34,12,26,27
4226,9,26,16,26,27
6664,13,32,9,26,27
5404,13,29,9,26,27
13770,19,45,5,26,27
5390,12,29,10,26,27
12342,6,43,17,26,27
14313,12,46,8,26,27
10059,8,39,14,26,27
7230,21,33,5,26,27
11183,8,41,13,26,27
10045,7,39,15,26,27
3407,21,23,7,26,27
10046,7,39,16,26,27
16338,12,49,8,26,27
7483,6,34,18,26,27
5015,13,28,10,26,27
6650,12,32,10,26,27
14386,17,46,6,26,27
5391,12,29,11,26,27
5175,24,28,5,26,27
5145,22,28,5,26,27
7499,7,34,19,26,27
10058,8,39,13,26,27
5190,25,28,5,26,27
2455,14,20,15,26,27
5580,25,29,5,26,27
2172,12,19,17,26,27
5824,14,30,9,26,27
4008,18,25,8,26,27
5336,8,29,16,26,27
6810,23,32,5,26,27
5610,27,29,5,26,27
4801,24,27,6,26,27
4323,16,26,8,26,27
3950,14,25,10,26,27
3951,14,25,11,26,27
4324,16,26,9,26,27
4441,24,26,6,26,27
4440,24,26,5,26,27
6229,13,31,9,26,27
3036,16,22,11,26,27
12970,7,44,15,26,27
6825,24,32,5,26,27
6331,20,31,6,26,27
7961,6,35,16,26,27
7962,6,35,17,26,27
6330,20,31,5,26,27
5550,23,29,5,26,27
12996,9,44,11,26,27
10654,11,40,9,26,27
5823,14,30,8,26,27
6795,22,32,5,26,27
3363,18,23,8,26,27
3364,18,23,9,26,27
2723,14,21,13,26,27
10815,22,40,5,26,27
1724,13,17,19,26,27
13574,5,45,19,26,27
4815,25,27,5,26,27
10640,10,40,10,26,27
7019,6,33,19,26,27
6780,21,32,5,26,27
7978,7,35,18,26,27
12496,17,43,6,26,27
13024,11,44,9,26,27
9602,14,38,7,26,27
6345,21,31,5,26,27
7004,5,33,19,26,27
11282,15,41,7,26,27
5536,22,29,6,26,27
6215,12,31,10,26,27
13010,10,44,10,26,27
10800,21,40,5,26,27
4309,15,26,9,26,27
6346,21,31,6,26,27
7031,7,33,16,26,27
3035,16,22,10,26,27
10756,18,40,6,26,27
8058,13,35,8,26,27
10157,15,39,7,26,27
10712,15,40,7,26,27
3993,17,25,8,26,27
14973,12,47,8,26,27
15002,14,47,7,26,27
8073,14,35,8,26,27
9479,5,38,19,26,27
8161,20,35,6,26,27
5955,23,30,5,26,27
8160,20,35,5,26,27
3008,14,22,13,26,27
5838,15,30,8,26,27
2993,13,22,13,26,27
2994,13,22,14,26,27
3007,14,22,12,26,27
3378,19,23,8,26,27
8101,16,35,6,26,27
16396,16,49,6,26,27
3979,16,25,9,26,27
8116,17,35,6,26,27
4933,7,28,18,26,27
9494,6,38,19,26,27
3965,15,25,10,26,27
2980,12,22,15,26,27
12368,8,43,13,26,27
4338,17,26,8,26,27
5029,14,28,9,26,27
6243,14,31,8,26,27
6840,25,32,5,26,27
8002,9,35,12,26,27
11768,8,42,13,26,27
5058,16,28,8,26,27
4786,23,27,6,26,27
5161,23,28,6,26,27
12956,6,44,16,26,27
9518,8,38,13,26,27
2696,12,21,16,26,27
3022,15,22,12,26,27
3021,15,22,11,26,27
9506,7,38,16,26,27
5565,24,29,5,26,27
9504,7,38,14,26,27
12409,11,43,9,26,27
2979,12,22,14,26,27
8044,12,35,9,26,27
4367,19,26,7,26,27
4785,23,27,5,26,27
2737,15,21,12,26,27
14904,7,47,14,26,27
2938,9,22,18,26,27
9676,19,38,6,26,27
9675,19,38,5,26,27
5970,24,30,5,26,27
10588,6,40,18,26,27
6187,10,31,12,26,27
3552,9,24,17,26,27
8483,8,36,13,26,27
6751,19,32,6,26,27
7085,11,33,10,26,27
6390,24,31,5,26,27
10600,7,40,15,26,27
5349,9,29,14,26,27
2766,17,21,11,26,27
2765,17,21,10,26,27
2496,17,20,11,26,27
5520,21,29,5,26,27
7740,24,34,5,26,27
11296,16,41,6,26,27
11970,22,42,5,26,27
2482,16,20,12,26,27
3551,9,24,16,26,27
10260,22,39,5,26,27
6173,9,31,13,26,27
3539,8,24,19,26,27
1709,12,17,19,26,27
9690,20,38,5,26,27
8473,7,36,18,26,27
8472,7,36,17,26,27
1986,16,18,11,26,27
5348,9,29,13,26,27
7725,23,34,5,26,27
3349,17,23,9,26,27
8470,7,36,15,26,27
6376,23,31,6,26,27
3909,11,25,14,26,27
5809,13,30,9,26,27
5521,21,29,6,26,27
8459,6,36,19,26,27
8456,6,36,16,26,27
7071,10,33,11,26,27
7695,21,34,5,26,27
6375,23,31,5,26,27
11156,6,41,16,26,27
11795,10,42,10,26,27
10099,11,39,9,26,27
2794,19,21,9,26,27
3894,10,25,14,26,27
3895,10,25,15,26,27
6405,25,31,5,26,27
7680,20,34,5,26,27
14891,6,47,16,26,27
5535,22,29,5,26,27
12395,10,43,10,26,27
11741,6,42,16,26,27
5941,22,30,6,26,27
9735,23,38,5,26,27
7651,18,34,6,26,27
11742,6,42,17,26,27
11940,20,42,5,26,27
4295,14,26,10,26,27
2511,18,20,11,26,27
9225,24,37,5,26,27
9210,23,37,5,26,27
10613,8,40,13,26,27
5940,22,30,5,26,27
9647,17,38,7,26,27
9720,22,38,5,26,27
7044,8,33,14,26,27
12540,20,43,5,26,27
16256,6,49,16,26,27
6360,22,31,5,26,27
7099,12,33,9,26,27
2751,16,21,11,26,27
2510,18,20,10,26,27
6160,8,31,15,26,27
4281,13,26,11,26,27
6201,11,31,11,26,27
6766,20,32,6,26,27
11267,14,41,7,27,28
11852,14,42,7,27,28
10726,16,40,6,27,28
10186,17,39,6,27,28
1734,14,17,14,27,28
16295,9,49,10,27,28
11809,11,42,9,27,28
11754,7,42,14,27,28
10574,5,40,19,27,28
10573,5,40,18,27,28
11238,12,41,8,27,28
11169,7,41,14,27,28
1706,12,17,16,27,28
10830,23,40,5,27,28
11325,18,41,5,27,28
1513,13,16,18,27,28
1499,12,16,19,27,28
1124,12,14,19,27,28
1497,12,16,17,27,28
10032,6,39,17,27,28
10057,8,39,12,27,28
11196,9,41,11,27,28
12381,9,43,11,27,28
16309,10,49,9,27,28
10215,19,39,5,27,28
1736,14,17,16,27,28
15605,9,48,10,27,28
10626,9,40,11,27,28
1483,11,16,18,27,28
1319,13,15,19,27,28
10113,12,39,8,27,28
11910,18,42,5,27,28
1722,13,17,17,27,28
15592,8,48,12,27,28
10044,7,39,14,27,28
12394,10,43,9,27,28
15619,10,48,9,27,28
10019,5,39,19,27,28
1303,12,15,18,27,28
10142,14,39,7,27,28
1708,12,17,18,27,28
10755,18,40,5,27,28
10682,13,40,7,27,28
1692,11,17,17,27,28
11370,21,41,5,27,28
11182,8,41,12,27,28
16225,4,49,15,27,28
10586,6,40,16,27,28
10612,8,40,12,27,28
10668,12,40,8,27,28
16282,8,49,12,27,28
12380,9,43,10,27,28
1748,15,17,13,27,28
11728,5,42,18,27,28
10598,7,40,13,27,28
1720,13,17,15,27,28
1527,14,16,17,27,28
11143,5,41,18,27,28
1745,15,17,10,27,28
10071,9,39,11,27,28
10770,19,40,5,27,28
6301,18,31,6,27,28
1750,15,17,15,27,28
5476,18,29,6,27,28
5462,17,29,7,27,28
2144,10,19,19,27,28
7215,20,33,5,27,28
7216,20,33,6,27,28
13556,4,45,16,27,28
7231,21,33,6,27,28
2426,12,20,16,27,28
2924,8,22,19,27,28
2436,13,20,11,27,28
5335,8,29,15,27,28
13586,6,45,16,27,28
5322,7,29,17,27,28
5308,6,29,18,27,28
13598,7,45,13,27,28
7469,5,34,19,27,28
2435,13,20,10,27,28
2450,14,20,10,27,28
5505,20,29,5,27,28
5551,23,29,6,27,28
2169,12,19,14,27,28
5739,8,30,14,27,28
5727,7,30,17,27,28
2936,9,22,16,27,28
3305,14,23,10,27,28
3306,14,23,11,27,28
3307,14,23,12,27,28
7171,17,33,6,27,28
5713,6,30,18,27,28
2159,11,19,19,27,28
2158,11,19,18,27,28
3320,15,23,10,27,28
3321,15,23,11,27,28
3335,16,23,10,27,28
3348,17,23,8,27,28
5566,24,29,6,27,28
2421,12,20,11,27,28
2451,14,20,11,27,28
13668,12,45,8,27,28
3406,21,23,6,27,28
4972,10,28,12,27,28
4946,8,28,16,27,28
4945,8,28,15,27,28
7636,17,34,6,27,28
7665,19,34,5,27,28
7666,19,34,6,27,28
7681,20,34,6,27,28
4986,11,28,11,27,28
7696,21,34,6,27,28
2793,19,21,8,27,28
2780,18,21,10,27,28
14257,8,46,12,27,28
13726,16,45,6,27,28
2764,17,21,9,27,28
14243,7,46,13,27,28
14231,6,46,16,27,28
4918,6,28,18,27,28
14944,10,47,9,27,28
7607,15,34,7,27,28
14930,9,47,10,27,28
2452,14,20,12,27,28
5176,24,28,6,27,28
8685,22,36,5,27,28
7482,6,34,17,27,28
7484,6,34,19,27,28
2464,15,20,9,27,28
5086,18,28,6,27,28
2465,15,20,10,27,28
14917,8,47,12,27,28
7495,7,34,15,27,28
13682,13,45,7,27,28
2466,15,20,11,27,28
2467,15,20,12,27,28
5000,12,28,10,27,28
8626,18,36,6,27,28
3050,17,22,10,27,28
8611,17,36,6,27,28
5740,8,30,15,27,28
2171,12,19,16,27,28
7057,9,33,12,27,28
3292,13,23,12,27,28
6420,26,31,5,27,28
8966,6,37,16,27,28
8967,6,37,17,27,28
8968,6,37,18,27,28
6361,22,31,6,27,28
6315,19,31,5,27,28
3004,14,22,9,27,28
14371,16,46,6,27,28
6286,17,31,6,27,28
2199,14,19,14,27,28
2990,13,22,10,27,28
14327,13,46,7,27,28
8993,8,37,13,27,28
2197,14,19,12,27,28
2196,14,19,11,27,28
2195,14,19,10,27,28
2992,13,22,12,27,28
3006,14,22,11,27,28
2210,15,19,10,27,28
2211,15,19,11,27,28
2240,17,19,10,27,28
2226,16,19,11,27,28
2225,16,19,10,27,28
2241,17,19,11,27,28
2224,16,19,9,27,28
6765,20,32,5,27,28
6649,12,32,9,27,28
6635,11,32,10,27,28
6621,10,32,11,27,28
6781,21,32,6,27,28
6594,8,32,14,27,28
6796,22,32,6,27,28
2213,15,19,13,27,28
3034,16,22,9,27,28
3020,15,22,10,27,28
3063,18,22,8,27,28
6567,6,32,17,27,28
6159,8,31,14,27,28
2750,16,21,10,27,28
6133,6,31,18,27,28
2978,12,22,13,27,28
9106,16,37,6,27,28
3277,12,23,12,27,28
9121,17,37,6,27,28
3278,12,23,13,27,28
3279,12,23,14,27,28
2948,10,22,13,27,28
5881,18,30,6,27,28
3275,12,23,10,27,28
9136,18,37,6,27,28
2183,13,19,13,27,28
5867,17,30,7,27,28
2181,13,19,11,27,28
9180,21,37,5,27,28
2412,11,20,17,27,28
3291,13,23,11,27,28
2413,11,20,18,27,28
2185,13,19,15,27,28
5956,23,30,6,27,28
3265,11,23,15,27,28
3264,11,23,14,27,28
6119,5,31,19,27,28
2976,12,22,11,27,28
2966,11,22,16,27,28
2965,11,22,15,27,28
3223,8,23,18,27,28
3224,8,23,19,27,28
2962,11,22,12,27,28
2951,10,22,16,27,28
3249,10,23,14,27,28
3250,10,23,15,27,28
3251,10,23,16,27,28
2398,10,20,18,27,28
2399,10,20,19,27,28
7017,6,33,17,27,28
3261,11,23,11,27,28
2407,11,20,12,27,28
3263,11,23,13,27,28
6132,6,31,17,27,28
9490,6,38,15,27,28
6721,17,32,6,27,28
9492,6,38,17,27,28
8131,18,35,6,27,28
2495,17,20,10,27,28
1932,12,18,17,27,28
3592,12,24,12,27,28
3593,12,24,13,27,28
4425,23,26,5,27,28
4410,22,26,5,27,28
1930,12,18,15,27,28
8145,19,35,5,27,28
8146,19,35,6,27,28
4396,21,26,6,27,28
2709,13,21,14,27,28
3606,13,24,11,27,28
1919,11,18,19,27,28
3607,13,24,12,27,28
8087,15,35,7,27,28
3579,11,24,14,27,28
1944,13,18,14,27,28
3578,11,24,13,27,28
1985,16,18,10,27,28
1984,16,18,9,27,28
3538,8,24,18,27,28
7964,6,35,19,27,28
1974,15,18,14,27,28
7975,7,35,15,27,28
7988,8,35,13,27,28
1916,11,18,16,27,28
7989,8,35,14,27,28
1971,15,18,11,27,28
1970,15,18,10,27,28
1960,14,18,15,27,28
3565,10,24,15,27,28
1958,14,18,13,27,28
1955,14,18,10,27,28
1946,13,18,16,27,28
1972,15,18,12,27,28
4381,20,26,6,27,28
2707,13,21,12,27,28
4366,19,26,6,27,28
2677,11,21,12,27,28
3707,20,24,7,27,28
2667,10,21,17,27,28
4036,20,25,6,27,28
3978,16,25,8,27,28
3964,15,25,9,27,28
3936,13,25,11,27,28
4080,23,25,5,27,28
3922,12,25,12,27,28
3908,11,25,13,27,28
3907,11,25,12,27,28
2654,9,21,19,27,28
3721,21,24,6,27,28
3880,9,25,15,27,28
3868,8,25,18,27,28
3867,8,25,17,27,28
3921,12,25,11,27,28
3537,8,24,17,27,28
2681,11,21,16,27,28
3635,15,24,10,27,28
2706,13,21,11,27,28
2705,13,21,10,27,28
8205,23,35,5,27,28
4294,14,26,9,27,28
4280,13,26,10,27,28
2695,12,21,15,27,28
3621,14,24,11,27,28
4184,6,26,19,27,28
2509,18,20,9,27,28
4238,10,26,13,27,28
4224,9,26,14,27,28
4212,8,26,17,27,28
4211,8,26,16,27,28
2691,12,21,11,27,28
4199,7,26,19,27,28
2682,11,21,17,27,28
2692,12,21,12,27,28
1988,16,18,13,27,28
1941,13,18,11,27,28
2736,15,21,11,27,28
4712,18,27,7,27,28
9616,15,38,6,27,28
4726,19,27,6,27,28
2480,16,20,10,27,28
9545,10,38,10,27,28
2479,16,20,9,27,28
9507,7,38,17,27,28
4544,6,27,19,27,28
4755,21,27,5,27,28
4558,7,27,18,27,28
8457,6,36,17,27,28
2735,15,21,10,27,28
2481,16,20,11,27,28
2734,15,21,9,27,28
8458,6,36,18,27,28
4571,8,27,16,27,28
9559,11,38,9,27,28
7949,5,35,19,27,28
4572,8,27,17,27,28
4816,25,27,6,27,28
2721,14,21,11,27,28
9646,17,38,6,27,28
2722,14,21,12,27,28
2720,14,21,10,27,28
4668,15,27,8,27,28
7963,6,35,18,27,28
2961,11,22,11,28,29
2960,11,22,10,28,29
2975,12,22,10,28,29
15550,5,48,15,28,29
1749,15,17,14,28,29
2952,10,22,17,28,29
11113,3,41,18,28,29
11114,3,41,19,28,29
2676,11,21,11,28,29
2989,13,22,9,28,29
2678,11,21,13,28,29
10697,14,40,7,28,29
12437,13,43,7,28,29
2679,11,21,14,28,29
2680,11,21,15,28,29
2964,11,22,14,28,29
12423,12,43,8,28,29
15549,5,48,14,28,29
2988,13,22,8,28,29
15538,4,48,18,28,29
2733,15,21,8,28,29
2974,12,22,9,28,29
2690,12,21,10,28,29
2977,12,22,12,28,29
2963,11,22,13,28,29
15618,10,48,8,28,29
1299,12,15,14,28,29
3003,14,22,8,28,29
11142,5,41,17,28,29
1304,12,15,19,28,29
2653,9,21,18,28,29
2652,9,21,17,28,29
11144,5,41,19,28,29
15535,4,48,15,28,29
10667,12,40,7,28,29
11141,5,41,16,28,29
2763,17,21,8,28,29
3049,17,22,9,28,29
2650,9,21,15,28,29
6750,19,32,5,28,29
2649,9,21,14,28,29
2648,9,21,13,28,29
2639,8,21,19,28,29
2635,8,21,15,28,29
2747,16,21,7,28,29
2675,11,21,10,28,29
2661,10,21,11,28,29
1313,13,15,13,28,29
2668,10,21,18,28,29
7003,5,33,18,28,29
1300,12,15,15,28,29
2666,10,21,16,28,29
2665,10,21,15,28,29
2779,18,21,9,28,29
3005,14,22,10,28,29
2662,10,21,12,28,29
1301,12,15,16,28,29
12408,11,43,8,28,29
11126,4,41,16,28,29
11127,4,41,17,28,29
11129,4,41,19,28,29
3019,15,22,9,28,29
1302,12,15,17,28,29
2663,10,21,13,28,29
2664,10,21,14,28,29
1289,11,15,19,28,29
7016,6,33,16,28,29
7015,6,33,15,28,29
12981,8,44,11,28,29
15647,12,48,7,28,29
8015,10,35,10,28,29
12943,5,44,18,28,29
7481,6,34,16,28,29
8029,11,35,9,28,29
7142,15,33,7,28,29
8043,12,35,8,28,29
7141,15,33,6,28,29
7127,14,33,7,28,29
7113,13,33,8,28,29
12941,5,44,16,28,29
8057,13,35,7,28,29
12995,9,44,10,28,29
2937,9,22,17,28,29
7156,16,33,6,28,29
12944,5,44,19,28,29
8001,9,35,11,28,29
7185,18,33,5,28,29
2919,8,22,14,28,29
15633,11,48,8,28,29
2923,8,22,18,28,29
13125,18,44,5,28,29
13095,16,44,5,28,29
2932,9,22,12,28,29
7973,7,35,13,28,29
13140,19,44,5,28,29
2933,9,22,13,28,29
13080,15,44,5,28,29
15604,9,48,9,28,29
7987,8,35,12,28,29
7960,6,35,15,28,29
7480,6,34,15,28,29
7959,6,35,14,28,29
12968,7,44,13,28,29
2934,9,22,14,28,29
15591,8,48,11,28,29
8086,15,35,6,28,29
2749,16,21,9,28,29
7535,10,34,10,28,29
15565,6,48,15,28,29
15690,15,48,5,28,29
7578,13,34,8,28,29
15691,15,48,6,28,29
7606,15,34,6,28,29
2718,14,21,8,28,29
1314,13,15,14,28,29
2704,13,21,9,28,29
7621,16,34,6,28,29
1286,11,15,16,28,29
1287,11,15,17,28,29
2918,8,22,13,28,29
2694,12,21,14,28,29
2693,12,21,13,28,29
1288,11,15,18,28,29
2719,14,21,9,28,29
2950,10,22,15,28,29
2708,13,21,13,28,29
2949,10,22,14,28,29
13009,10,44,9,28,29
7054,9,33,9,28,29
15590,8,48,10,28,29
13023,11,44,8,28,29
7508,8,34,13,28,29
7043,8,33,13,28,29
15675,14,48,5,28,29
15577,7,48,12,28,29
1318,13,15,18,28,29
7030,7,33,15,28,29
13052,13,44,7,28,29
1316,13,15,16,28,29
7029,7,33,14,28,29
1315,13,15,15,28,29
2946,10,22,11,28,29
2947,10,22,12,28,29
1317,13,15,17,28,29
7521,9,34,11,28,29
1109,11,14,19,28,29
6706,16,32,6,28,29
4770,22,27,5,28,29
14200,4,46,15,28,29
4741,20,27,6,28,29
4740,20,27,5,28,29
4711,18,27,6,28,29
4697,17,27,7,28,29
11880,16,42,5,28,29
4639,13,27,9,28,29
4625,12,27,10,28,29
4611,11,27,11,28,29
4609,11,27,9,28,29
11895,17,42,5,28,29
11837,13,42,7,28,29
4597,10,27,12,28,29
4581,9,27,11,28,29
4580,9,27,10,28,29
16228,4,49,18,28,29
4570,8,27,15,28,29
16239,5,49,14,28,29
11925,19,42,5,28,29
4557,7,27,17,28,29
16240,5,49,15,28,29
4543,6,27,18,28,29
16254,6,49,14,28,29
3524,7,24,19,28,29
3532,8,24,12,28,29
4594,10,27,9,28,29
14218,5,46,18,28,29
11823,12,42,8,28,29
14228,6,46,13,28,29
12298,3,43,18,28,29
11710,4,42,15,28,29
11711,4,42,16,28,29
11712,4,42,17,28,29
11714,4,42,19,28,29
4985,11,28,10,28,29
11726,5,42,16,28,29
11727,5,42,17,28,29
11729,5,42,19,28,29
11753,7,42,13,28,29
4932,7,28,17,28,29
11766,8,42,11,28,29
11767,8,42,12,28,29
4919,6,28,19,28,29
4917,6,28,17,28,29
11780,9,42,10,28,29
11781,9,42,11,28,29
13710,15,45,5,28,29
13711,15,45,6,28,29
4904,5,28,19,28,29
11794,10,42,9,28,29
13725,16,45,5,28,29
14256,8,46,11,28,29
11808,11,42,8,28,29
13755,18,45,5,28,29
14242,7,46,12,28,29
14230,6,46,15,28,29
3533,8,24,13,28,29
12310,4,43,15,28,29
3546,9,24,11,28,29
3547,9,24,12,28,29
4197,7,26,17,28,29
3634,15,24,9,28,29
3648,16,24,8,28,29
16365,14,49,5,28,29
16366,14,49,6,28,29
3692,19,24,7,28,29
3706,20,24,6,28,29
4065,22,25,5,28,29
4051,21,25,6,28,29
4050,21,25,5,28,29
16380,15,49,5,28,29
4022,19,25,7,28,29
4198,7,26,18,28,29
4007,18,25,7,28,29
3920,12,25,10,28,29
3906,11,25,11,28,29
3904,11,25,9,28,29
3893,10,25,13,28,29
3892,10,25,12,28,29
3890,10,25,10,28,29
3876,9,25,11,28,29
3866,8,25,16,28,29
3854,7,25,19,28,29
3853,7,25,18,28,29
3735,22,24,5,28,29
